scale,selection_replicate,cg_replicates,target_fleet,relative_path,instance_file_sha256,trip_count,ordered_trip_id_set_sha256,solver_local_trip_index_sha256,ordered_trip_sequence_sha256,trip_identity_schema,duty_count,duties_json,duty_set_sha256,generator_seed,generator_family,weekday_variant_policy,reused_frozen_input
8,2,1,8,data/tariff_response/frozen_instances/Practice_Custom_DutyUnion_k08_r2.csv,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,183,13aa5dd1ae4976336d665d36bab0f99b9a15a61f41839c1ff19aa38e81362416,fa0eeb4484d3630ee8a9baae615cf00401cf0a1761732828811562466adad528,6996ef1e521579b02cece1a278a94cfcb55880b8ceaac7a369846acb2068325d,evsp-dr-trip-identity-v1,8,"[""13304"",""13305"",""13309"",""13314"",""13316uwt"",""13322"",""13403"",""13407""]",49da175914a4d0566bbad753f108c00f8a74e6d86db9af0eca5f321652aff133,20260803,small_3_5_8_13_per6_seed20260803,one_literal_per_numeric_base_no_siblings,True
8,3,1,8,data/scale_ladder/instances/Practice_Custom_DutyUnion_k08_r3.csv,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,159,31d1922f9e6ca0176f5d213b1a5fbe818911d18f8f7b9e5c1fae84126aad9142,08d44416d05bab0e6de9f9bc0f69a9873499ad7b804945d8eef9f031dc5a4e54,e8b69794c0bc2d2dcc283ce0b9c2eed88dda3ee2a9155b3ed420054b630bafdf,evsp-dr-trip-identity-v1,8,"[""13305"",""13308"",""13310"",""13316m"",""13323"",""13401"",""13403"",""13404""]",9727dbb4d56ac4739a5b31e676c7a9cd98cf99bd05ad9c0a7e5c9730d7e418cf,20260803,small_3_5_8_13_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
13,1,1,13,data/scale_ladder/instances/Practice_Custom_DutyUnion_k13_r1.csv,ecbfec1ae18e45fb8246d66dffdc45173bea9dfccc64024224236cc529895127,289,f9c56b90588201d4c0d8ea779804afb8555aa122028dd2a83a875ab6802c9198,9bdb63d0d9d49cf42045daa071a2a1954bc574458c7826260eb3d74dd04cf780,5966d4d53e9f5e4d8fcb2460dab5501efc43cd6cc02888f8a349b6fbffaf50ad,evsp-dr-trip-identity-v1,13,"[""13308"",""13309"",""13312"",""13316m"",""13318"",""13322"",""13326"",""13401"",""13403"",""13404"",""13407"",""13413"",""13414""]",55a728c1d4edfbe1fcb69be50fec9b0a123b13e3179a2ea325bcf99db4795452,20260803,small_3_5_8_13_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
13,2,1,13,data/scale_ladder/instances/Practice_Custom_DutyUnion_k13_r2.csv,8a70d12b28a0474e0a488194a79f47ce322394c6f109513bb7525788342bcc48,265,312d08e7929c528990d564b2a7d26b36e9435d3a7b5b92d3aea73a9213b7da19,d66c4fe084536f60b17752cbafc80d92c8bbd86a1bd145f4dce5445dc24c0874,3f3d58c435693250b05436a2618de2948dbd6ee9f26770199d9d33cab5684133,evsp-dr-trip-identity-v1,13,"[""13306"",""13308"",""13310"",""13314"",""13316uwt"",""13317"",""13322"",""13323"",""13407"",""13408"",""13411"",""13412"",""13413""]",c34740d75edc66e2841ba0836af401e808cb70da2546f007c96426f6b6b33117,20260803,small_3_5_8_13_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
13,3,1,13,data/scale_ladder/instances/Practice_Custom_DutyUnion_k13_r3.csv,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,325,d84da90a5d9e832ac3559255b2ac49f02f17f2c25ac014fd4bd6a7639ae983f8,9fce1304aa3def45412f7466efeae25421d64ec1971c76d34d0e66aaf337364c,18579b3d01c7ff09b05d1a50f3fbccc3cbfc59ff006311d5ce67f92a5f7a2125,evsp-dr-trip-identity-v1,13,"[""13303"",""13305"",""13310"",""13311"",""13314"",""13315"",""13316m"",""13319"",""13321"",""13325"",""13404"",""13408"",""13411""]",1bebd490aeaebed1265dcc85c8bd368d34e473e488e2e86d2c80c19481dbd6f5,20260803,small_3_5_8_13_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
20,1,1,20,data/scale_ladder/instances/Practice_Custom_DutyUnion_k20_r1.csv,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,443,6b6957b12c39bdcab42e3013161f460867db0e4a7794892d7ab00bbfa33b662e,dbff22ad262b53949527c6918bc229e2b81466cc122454a32673013285196483,3f40bb0bf874b8004baaa5217483b96215a62d6186ba982274ef181bd084a801,evsp-dr-trip-identity-v1,20,"[""13301"",""13305"",""13308"",""13314"",""13315"",""13317"",""13319"",""13322"",""13323"",""13325"",""13326"",""13402"",""13404"",""13406"",""13407"",""13409"",""13410"",""13411"",""13413"",""13414""]",34fe13d5aff15bfa75c914decb815dd8bbc5f5cdcaf37d1f50a3c9c48b5617e1,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
20,2,1,20,data/scale_ladder/instances/Practice_Custom_DutyUnion_k20_r2.csv,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,471,9529826883e8e0da525e4e1c8e0030a6da2505a4f7523abde1723fa931bc8b35,8af6a68202705d7ae6064367f1cd2657061bbe43014d637f21a2c489295ab966,bfadff58057e2ed6f717a0cea332874874dbfeba4f91c6bd6083cfb405e771e5,evsp-dr-trip-identity-v1,20,"[""13302"",""13304"",""13305"",""13306"",""13313"",""13316uwt"",""13319"",""13321"",""13322"",""13324t"",""13325"",""13403"",""13404"",""13405"",""13407"",""13408"",""13409"",""13412"",""13413"",""13414""]",16af48b57826fe55a84214774fe3bbb402b9512690ec36c70bf2f847315d622b,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
20,3,1,20,data/scale_ladder/instances/Practice_Custom_DutyUnion_k20_r3.csv,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,435,c0a1e779a1428eadefe972af9d0673a14fcb1561c35a57a873bf809b57002321,e7d8bab016ed7c01d4371bd57d4200df775db54434fa9f6e5978d1d14794a480,f9c5b40d76cd86088a7f6e29e695b7caf8437ee0daa838519ccc3178dceafe83,evsp-dr-trip-identity-v1,20,"[""13301"",""13302"",""13304"",""13305"",""13309"",""13310"",""13311"",""13313"",""13314"",""13316m"",""13323"",""13326"",""13401"",""13403"",""13404"",""13405"",""13406"",""13409"",""13410"",""13413""]",907bce5562a743700e71ac3d5b00f64e44546841308fe29d7213cc1f7f4e5725,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
30,1,1,30,data/scale_ladder/instances/Practice_Custom_DutyUnion_k30_r1.csv,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,714,a4eedf70f01cb866a8fd37550b04d17e85428c36e9f5514a632314299c11d775,437da5c9ded4712db8de081328587a3e66c81391cba91e79aaa363409a5459f1,70fcea35544de56a4b67eb09a416999c8f7d3b3a7b97f7083c0ee4ddd9e7871b,evsp-dr-trip-identity-v1,30,"[""13303"",""13304"",""13305"",""13306"",""13308"",""13309"",""13310"",""13312"",""13313"",""13314"",""13315"",""13316m"",""13318"",""13319"",""13320"",""13322"",""13323"",""13324muw"",""13325"",""13326"",""13401"",""13402"",""13403"",""13405"",""13408"",""13409"",""13410"",""13411"",""13412"",""13413""]",d5a8ff19797761089a472b29b3d913edbc7059943c379096d2d803d2098350b8,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
30,2,1,30,data/scale_ladder/instances/Practice_Custom_DutyUnion_k30_r2.csv,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,654,7ce2d490018d2ffca0d380df86d9f3110fabf2145c001dc95c21e9b75569ca64,1d95b3ad0aee2fc8c20e07d6075d182b9b9c4aae8e9e8affe82067e3751bf8d6,48f48c5a185e5a471640ec0184180e0531109e78373a75aaec04a4caf4ea4dbb,evsp-dr-trip-identity-v1,30,"[""13301"",""13302"",""13304"",""13306"",""13307"",""13308"",""13309"",""13310"",""13311"",""13312"",""13314"",""13316uwt"",""13317"",""13318"",""13320"",""13321"",""13323"",""13326"",""13401"",""13402"",""13403"",""13404"",""13406"",""13407"",""13408"",""13409"",""13411"",""13412"",""13413"",""13414""]",a6e1ed8f3eab51390eb482f6ef9371d23658e214bf1f07bcd3d3d1baca5f0088,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
30,3,1,30,data/scale_ladder/instances/Practice_Custom_DutyUnion_k30_r3.csv,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,636,05fd89e2219c26ff980431693cc8487d6647de284b641da79a644755d87b0896,4e896e2b52e2f2ef815ae65326ffc7fcf9f7d82d6f9c6d7d6f9a47097c72b07e,bb7d59d767801fc7e42b194146d19d3aeb8edc5da4ffdbde68d7455f0483e5e8,evsp-dr-trip-identity-v1,30,"[""13301"",""13304"",""13306"",""13307"",""13309"",""13310"",""13311"",""13313"",""13314"",""13315"",""13316uwt"",""13317"",""13318"",""13319"",""13320"",""13323"",""13324muw"",""13325"",""13401"",""13402"",""13403"",""13406"",""13407"",""13408"",""13409"",""13410"",""13411"",""13412"",""13413"",""13414""]",63fed176e7a8c0198e5d0df003def9854be7a6f518e6f6f512c8a5d362be2efa,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
40,2,2,40,data/tariff_response/frozen_instances/Practice_Custom_DutyUnion_k40_r2.csv,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,947,2756baf18e81509df74a2e92e3925aefd17fdf81d95ded9161ad113fd6830e50,35604b22facf1646963e85eb98a858906f0dd7dbebd86ea0d3ac7b797de62ed0,4f97828ea12f082e50df2067894cd650ba599043e7ece51fa3b80379e51b0f2c,evsp-dr-trip-identity-v1,40,"[""13301"",""13302"",""13303"",""13304"",""13305"",""13306"",""13307"",""13308"",""13309"",""13310"",""13311"",""13312"",""13313"",""13314"",""13315"",""13316uwt"",""13317"",""13318"",""13319"",""13320"",""13321"",""13322"",""13323"",""13324t"",""13325"",""13326"",""13401"",""13402"",""13403"",""13404"",""13405"",""13406"",""13407"",""13408"",""13409"",""13410"",""13411"",""13412"",""13413"",""13414""]",c1da8d9176eab4eb4dd2a878287d5eb0a5a67d9e84114396d4bb5753185a1eaf,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,True
2,4,1,2,data/scale_ladder/instances/random_goal1_seed_20260821/Practice_SyntheticRandom_2bus_s20260821_r04.csv,ac38cf11c29d05aa8c6d8f8c20f95b22fb5a75eb279dce27369226dc73580965,39,8582039fadfdef525e67ed434a599158d07f106aedb3f8f78aba92f7913c1d0b,93c7500d12794c52c2c4fe3bd2204aceb7c4a4b889dbb712ad869b4d60578db5,cc89e1dc636c593a4562c6849e287af160c68f822593b7f8a89cd0f82d56f4d7,evsp-dr-trip-identity-v1,2,"[""13308"",""13323""]",32f38c1699bcdfd54c1ed0b57014775c07518c04bfe04e87f2ed3e24203b9a2a,20260821,generate_random_goal1_instances_v1_seed20260821,one_literal_per_numeric_base_no_siblings,False
2,5,1,2,data/scale_ladder/instances/random_goal1_seed_20260821/Practice_SyntheticRandom_2bus_s20260821_r05.csv,fc5961e568321643317f89fa0398d750c077181b8ad49c0e5bf94e64ef873645,44,3b345f61dee1edbbc3375ba36c696f1da19b80f387dcc206d41e31968f9f449c,cd857ebc6d05447e0cd8297504507a9da7ee4c2b82ac19660fcdc0a47cb6be8a,c4b5930253ede3da4b55413d84900aa8e87d7b7dfd95f9763ff51689c9a729b4,evsp-dr-trip-identity-v1,2,"[""13301"",""13323""]",b70682ee13262c543afd69e97494aff5bbb30d9484e37bdc1d628b136613fae3,20260821,generate_random_goal1_instances_v1_seed20260821,one_literal_per_numeric_base_no_siblings,False
2,6,1,2,data/scale_ladder/instances/random_goal1_seed_20260821/Practice_SyntheticRandom_2bus_s20260821_r06.csv,39c2e81cfc88c0d8772c13e4f34e7bde506be8230ab098fc76290ab160ed7229,59,795b829bd0f3e9de4652fb01d56d82403d5a7d1bf6cd722468d4bfc215641c53,385c723be4bcf19bf6e35b35cbe6e0ba6348cae4d813d908085d91fc5b1fdfc7,94ab456e37dc0b6a6a5e07ebfcdf447fa8a700871cf3c8b03d5c814eb5074e22,evsp-dr-trip-identity-v1,2,"[""13325"",""13402""]",d63e3937c87b20cfe16b3fa841cbe557eabdbd1538ce4edee126cbbd4db5eba1,20260821,generate_random_goal1_instances_v1_seed20260821,one_literal_per_numeric_base_no_siblings,False
3,4,1,3,data/scale_ladder/instances/random_goal1_seed_20260821/Practice_SyntheticRandom_3bus_s20260821_r04.csv,8f7e00da6b11bba1a96778b5df0a90aad04c687165a2809f140de0f883a26c96,60,fc811dccc2828b217c0bf1d2445eb804e8521d8cc4109590fdc4170851df1b84,3f3ffcf42accae1591be118baf57efb9b8d7c78028dc566674c809f210ad796a,af7051c256abdd6cfc00a26c49d6a6748333aac7e63a3cace05bd26998bdcff4,evsp-dr-trip-identity-v1,3,"[""13308"",""13324muw"",""13401""]",9ab45d44539c70a1a6dc6fde628125405b50cb1bcac6557d1ca2d7ba08ad5de0,20260821,generate_random_goal1_instances_v1_seed20260821,one_literal_per_numeric_base_no_siblings,False
3,5,1,3,data/scale_ladder/instances/random_goal1_seed_20260821/Practice_SyntheticRandom_3bus_s20260821_r05.csv,8d1001850dba6d12e48c415124a2c7814c8371722520bac9c089bbfc46aaf6bb,90,7903fb69fe0f1c55428ac0df8035058e201a27c5f29f0eebba4ca3dabd73baac,05b23f15a6a4d8d0ed718304a89bc4e44bcac4b386441f781f5f855b559716f2,be31fff06c3a32b9443682ac069db3791f942d3f8ea77e0a13d7bd0b7a8ca973,evsp-dr-trip-identity-v1,3,"[""13305"",""13311"",""13312""]",d9909dd548a465b722c41ab506173da9bb9f7f0dadd09b866b31c70fd0334e58,20260821,generate_random_goal1_instances_v1_seed20260821,one_literal_per_numeric_base_no_siblings,False
3,6,1,3,data/scale_ladder/instances/random_goal1_seed_20260821/Practice_SyntheticRandom_3bus_s20260821_r06.csv,dac224a86c74a6c31bd168a63ed1018e03cef2bc0db802861d134cbd19985864,66,f03e2e9eafa8940cd5640f29a51372297488778348e1712d6ef4e93cfbf2c91a,bc105fc0c4f0a38f264d19489eda10aea2b93ec07feabe615769ab6b162d62fc,23132bb6759ca72226469fafd566e1a485a9c4dff5dc80ac96ca2f01e6c3f7d4,evsp-dr-trip-identity-v1,3,"[""13304"",""13404"",""13414""]",77f9c56dda3c91dce125a9b2164cca14d046f00809a0251a16620996c61f0fba,20260821,generate_random_goal1_instances_v1_seed20260821,one_literal_per_numeric_base_no_siblings,False
5,4,1,5,data/scale_ladder/instances/random_goal1_seed_20260821/Practice_SyntheticRandom_5bus_s20260821_r04.csv,d102ac26515de61e01b37e4ffc8ba00c8d7a9b2148f6d8a871a3bac1221d2aa0,114,27fab9763ff50b89a943948d997b3d79dfcedb6a9fe755a486981bb91c8479a8,a731887e9fc9949be1235bc1779a2565095579c216ac30a181dcb32dee47c717,31041fb226f09c0e6bb38046e6c6fbfeaf1379382e6d0478b5f72923b1c4168e,evsp-dr-trip-identity-v1,5,"[""13306"",""13308"",""13319"",""13411"",""13414""]",6231e08109c3320a36129e3cc7a9471daec3c38ae9f9e9b549b6bc40e2cf475f,20260821,generate_random_goal1_instances_v1_seed20260821,one_literal_per_numeric_base_no_siblings,False
5,5,1,5,data/scale_ladder/instances/random_goal1_seed_20260821/Practice_SyntheticRandom_5bus_s20260821_r05.csv,6d812db104e3388858fab40f8da85da96cdb65ec578728177ff21360e5f3ce9e,82,6ed80cb9413962bffdbd5a7d601ab1dd18ea18e0e4fffb2deaa2bd3c39c936f0,a79cd03ba41f9b160913c87fe043b40c8f29c026adce89d1a9a03e268293f906,23c7788f04ec9690b4bcb0e4ffea7ae6cbc31b5b011df207897e203f03016770,evsp-dr-trip-identity-v1,5,"[""13324muw"",""13326"",""13402"",""13412"",""13414""]",baf9ddb06ad74e88c0dd4d3d8a9577e4a4832942a87637a98da764cdc7937348,20260821,generate_random_goal1_instances_v1_seed20260821,one_literal_per_numeric_base_no_siblings,False
5,6,1,5,data/scale_ladder/instances/random_goal1_seed_20260821/Practice_SyntheticRandom_5bus_s20260821_r06.csv,1958dcb3b98f1164f7979cef88a43cd451658aff0e1e07c6fbdc0a266433c313,108,bf44a183e8b917c4e749b3fecf8da2c4557ec95194553b750205c7fd90bc989b,9d42e5714f85fd52e0536440e22884956ebea57feb491be848c4ad5aadd9c1fd,e0853b84121e29d770b8d882487b9e81c22b68392b825d1dc168a9d1a5269788,evsp-dr-trip-identity-v1,5,"[""13317"",""13321"",""13322"",""13408"",""13414""]",0e4d24c9c378fef4440fea33d0fb826d7bc722ed17459af9646bccee3bf608bc,20260821,generate_random_goal1_instances_v1_seed20260821,one_literal_per_numeric_base_no_siblings,False
8,4,1,8,data/scale_ladder/instances/random_goal1_seed_20260821/Practice_SyntheticRandom_8bus_s20260821_r04.csv,c0b3f61876b5979af2fc41e700795aaac7a102a981068045e0eaef2e358211a8,211,3cc8c059de13005ceea8a3f5a916a47df34e2a9c35e51d2b95e5cd987b82ee47,b0d10a71b1ad2bbc71cf074007bdd3d9540b64125de8deae90e6f4e555c888bb,87c4728d393edb705331ab8e90d2ae00155d5da21bbc974e1f468c295d6c2999,evsp-dr-trip-identity-v1,8,"[""13304"",""13305"",""13309"",""13311"",""13312"",""13313"",""13405"",""13414""]",d6becc0575a89c2501dd092288976aacb0b219a3392f96a293ccc6357dd777a7,20260821,generate_random_goal1_instances_v1_seed20260821,one_literal_per_numeric_base_no_siblings,False
8,5,1,8,data/scale_ladder/instances/random_goal1_seed_20260821/Practice_SyntheticRandom_8bus_s20260821_r05.csv,80ff6780febc2af0ec1cfe7e92f3c06480b04307de1e239b2832d24d557813d6,154,75fe1016e0aeee04b9a6e83a004fe6ca9a5c5632366d50fe1f1cebafcac0fa88,f0e00aa62c68fcab2050be54bbfde58dcae64e35ef01e363e90f8968146a4126,b3a3de35072bdbb690558a2fa5e164535e078c70b12c0507dd2452b1729986c9,evsp-dr-trip-identity-v1,8,"[""13311"",""13314"",""13315"",""13316m"",""13319"",""13403"",""13409"",""13414""]",6f679f08fbe6aa3ebf170eb93a8c8d2b0c3dc6fe9c66a80f01036e62832b2414,20260821,generate_random_goal1_instances_v1_seed20260821,one_literal_per_numeric_base_no_siblings,False
8,6,1,8,data/scale_ladder/instances/random_goal1_seed_20260821/Practice_SyntheticRandom_8bus_s20260821_r06.csv,26da9ad1b3839a6ed35db7e6ecb9123f035521b9270c9aef1e92d8a9e1b699ed,179,6788c4d18ea7a7a474431aa58f3a3477ba175b4076b1bc6fa7f23688a0290103,cd937930bc33ae05da489bebc91dc66f0f63b28158ea74140df552bc705f3df2,617cda29a04f6f25b1381db7f5244951cc360cade670eb25695d53d5c9068897,evsp-dr-trip-identity-v1,8,"[""13305"",""13306"",""13309"",""13317"",""13322"",""13323"",""13408"",""13412""]",35b6381245b2fa9a6a60aa6ccabe126d640d3da7424cdc66029e4fac734b99fb,20260821,generate_random_goal1_instances_v1_seed20260821,one_literal_per_numeric_base_no_siblings,False
13,4,1,13,data/scale_ladder/instances/random_goal1_seed_20260821/Practice_SyntheticRandom_13bus_s20260821_r04.csv,9bba791c3ec26f6b3ae277593c00bfbe2f3a90c7fc54ebbfb6e134605a8edbec,266,819ecb4d67205109139cf1e5ac83a4b73670aa0da7bbcd4fdcc70e0ab84b0c5d,4c87e5547461ed34ec2d63a82a2f9a983e26e68a319077e3267040024bd89c6c,4e955029d22d65a981fc57d648ca210096749c1517eba7c397d8f56d7c6189f2,evsp-dr-trip-identity-v1,13,"[""13301"",""13306"",""13309"",""13311"",""13316uwt"",""13320"",""13321"",""13322"",""13402"",""13407"",""13410"",""13412"",""13413""]",df4f616140eeea39bf3e0a12c21c0ea0c70d6e3eb71d1d951cf252ba14257c58,20260821,generate_random_goal1_instances_v1_seed20260821,one_literal_per_numeric_base_no_siblings,False
