cell_id,scale,selection_replicate,sample_family,family_replicate,selection_role,candidate_rank,candidate_seed,relative_path,instance_file_sha256,duties_json,duty_set_sha256,target_fleet,known_partition_continuous_physical_upper_bound,known_duty_certificate_set_sha256,trip_count,peak_concurrency_lb,direct_compatibility_density,service_kwh_total,service_kwh_per_duty,duty_trip_count_max,duty_trip_count_cv,scheduled_intertrip_gap_median_min,service_span_min
k05_p1,5,1,probability,1,fixed_seed_probability_1,1,2026090305,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k05_p01_20260903.csv,1a047290a517fadc17ae25cc91f4348e59c5208a4b49ef01394833792824f2d3,"[""13304"",""13320"",""13326"",""13401"",""13405""]",f0012f13b559aad41a76802f10242b2ad03378682baf3461c3ce8d6b3247bb8a,5,True,90920e4550cb62f4348ddaa9dbc203aa85480079af70017d3ab0b6fe0fd40461,99,5,0.057513914657,2213.70998535,442.74199707,37,0.462224694,6.0,1275
k05_p2,5,2,probability,2,fixed_seed_probability_2,2,2026090305,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k05_p02_20260903.csv,411faf9c94efa7802373892085465a4864bcb4f383c7901f299a98f5b9a414ef,"[""13316m"",""13319"",""13324muw"",""13405"",""13414""]",4d7a5a6263ffab2741e200ccf9c8fbf5ed1ae7c20d6fb943633ac2a6d80b19c0,5,True,cf6489d0b09c8e3dbeb74c70c4b026ff6e5677f45ef643138032325937787028,92,5,0.057333970377,2194.12998417,438.825996834,27,0.314278963,6.0,1237
k05_p3,5,3,probability,3,fixed_seed_probability_3,3,2026090305,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k05_p03_20260903.csv,5f8963427a20daf278feb9dea0b29dc81b490f43ca7c4a763193aa9862e56d95,"[""13307"",""13325"",""13401"",""13406"",""13409""]",9c9901263e4d8926ee9e0343836fa43ba3da5275a39c077d63588c3a55ec216d,5,True,a65246aa1d09bb1b886634a5b929115423829b978bebde54451bca6e1fed04b2,100,5,0.051111111111,2728.64398032,545.728796064,42,0.555877684,7.0,1275
k05_p4,5,4,probability,4,fixed_seed_probability_4,4,2026090305,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k05_p04_20260903.csv,8ea5e14e44a6614854a11400abb99e997bcee99692f19fc43981695e8618d1c3,"[""13323"",""13411"",""13412"",""13413"",""13414""]",82dca67f565ca947f828b1175fe82f13eb014207f720497600008fcf8fab7222,5,True,0201135bacc01bf4ab2848cccbba00beca86091c899eb5878bd384a6b27679c7,64,5,0.077380952381,2515.9309854,503.18619708,15,0.206107906,8.0,1117
k05_p5,5,5,probability,5,fixed_seed_probability_5,5,2026090305,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k05_p05_20260903.csv,7a18e1d327d1cc0ed864e4d3b74971b194c6d334380e8b112dfb5b40688b9d7e,"[""13303"",""13318"",""13325"",""13408"",""13413""]",9daa04a861a314497ece36e5c1e922fafd0dbd245e3c1b8bf2778cf8bf83295f,5,True,b8e3b386e28905e35fb055633bd899cfbbbc8303435963068b806805e7facf3d,155,5,0.064348554671,3024.94097766,604.988195532,54,0.522142389,3.0,1257
k05_p6,5,6,probability,6,fixed_seed_probability_6,6,2026090305,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k05_p06_20260903.csv,d3ad4211551815fc2de61486505791ee6f5496a467f17948fb9f63f3dfdb3ada,"[""13301"",""13310"",""13316m"",""13321"",""13324muw""]",8ef67c7f1073959541feecd33d2d64050e9892a3f503c91105136ca3f7760565,5,True,b621b49cd136100ef8da364013d508410042baef848183ff91447c77ba76e4af,122,5,0.082780111096,2093.16398604,418.632797208,36,0.25738227,3.0,1234
k05_xenergy,5,7,structural,3,energy_heavy,124,2026090305,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k05_xenergy_20260903.csv,d074982f4d1b59083e1346d5964b5fe15b5e588f3824f85ad1314bbf2ca0f7b3,"[""13302"",""13312"",""13402"",""13412"",""13413""]",da0e71846b9bb0f15a8c2def1c89678aab74f3d500fa0622c81d93dfc222ebc0,5,True,da3e489cb46c0df14da59914deac519f8fc68f88f081d108d2721458fe85010e,143,5,0.050723923963,3471.54297182,694.308594364,50,0.55619689,7.0,1275
k05_xlight,5,8,structural,1,trip_light,162,2026090305,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k05_xlight_20260903.csv,062ce477f588fd8bae547aa85e0a2ccdc9422b7033bc80f40ac444786b19d857,"[""13323"",""13324muw"",""13401"",""13403"",""13405""]",760d6f84b478f448963384f78ae3ee682d123d05bf8a45c1316beb579bf0e3b7,5,True,440f8d29cca0ac354ec33e428684bf905c7a40198ddc6bac45f7638d92b08d10,64,5,0.065476190476,2110.62498596,422.124997192,17,0.228574044,7.0,1027
k05_xtrip,5,9,structural,2,trip_heavy,336,2026090305,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k05_xtrip_20260903.csv,adc70c3d9281e6b0f7331873e398b95f2fa71d082d327575e9bf75c5b9d4aca6,"[""13302"",""13303"",""13305"",""13325"",""13326""]",77be8284dcd547f69aa78fc44008566b45f8f7a560fe128b6601d84e1fcd7c36,5,True,255094e1cd4026ea3260675e153c3a34763fd600a4b2708b6699e24fd50ff994,197,5,0.083082979385,2953.90097523,590.780195046,54,0.312749681,2.0,1260
k05_xgap,5,10,structural,4,tight_gap,414,2026090305,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k05_xgap_20260903.csv,5d94f314cdf3d62f0475ac60f9986a05257158b5b715d27d2e633778afc2bdd4,"[""13301"",""13302"",""13303"",""13309"",""13318""]",a16b9b407812757b0c1b5a8bde340e397d51bda687dd14b1aa28e1180016aa40,5,True,082924f3aef6a47151491644a46fcac6555b0b03bf27063fdcb176c4f5d7e6bb,195,5,0.079143536875,3022.70897558,604.541795116,54,0.299023174,2.0,1260
k08_p1,8,1,probability,1,fixed_seed_probability_1,1,2026090308,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k08_p01_20260903.csv,a1e9fc31f50f8833643f289642d8695d6aad51c3b4d0bb440f58859e638390c0,"[""13304"",""13305"",""13312"",""13314"",""13320"",""13321"",""13413"",""13414""]",8811d83065874b30635f84b6a354f7795ad217d86b0eeb0f723f4ba71ba49af3,8,True,d132bf9533f0871db3a18c24827760babf2bb87718b2202ff154953eec4d6991,194,8,0.065434538753,3791.29597398,473.911996747,46,0.471417046,4.0,1243
k08_p2,8,2,probability,2,fixed_seed_probability_2,2,2026090308,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k08_p02_20260903.csv,076cdbb8aafa51749eaa429aab089ba22b5189e66338371718dae4ab29a72de6,"[""13302"",""13305"",""13309"",""13310"",""13322"",""13403"",""13409"",""13413""]",6d3ce687c187da59a3324186a4e812555a1ac48f4b9d69d241fcba6f567c25de,8,True,aa39983aacd62aaf10b0dd0dd7c8351e729c6f835b4a80a184da584d5958abfc,198,8,0.061528995539,4335.65796656,541.95724582,50,0.439248786,4.0,1258
k08_p3,8,3,probability,3,fixed_seed_probability_3,3,2026090308,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k08_p03_20260903.csv,f6abf6c980f427a556f091aa69c882e1e9ed537b92dd7a589adbaf5f61440085,"[""13303"",""13304"",""13306"",""13309"",""13316m"",""13318"",""13404"",""13405""]",ea712eb0d6ac23169203d0ad444945724c3fbad3a0523c17805fd869931b3ea3,8,True,0b6bfa61f49771f81243ce9be20d9ab12329495959e04181433c8bc1da1189fc,229,8,0.06216961618,4302.48696992,537.81087124,54,0.426049619,3.0,1257
k08_p4,8,4,probability,4,fixed_seed_probability_4,4,2026090308,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k08_p04_20260903.csv,f09524288fc251fe121e22d97cbd83a205f4c6f7b64ba3d5951fc78c40e031bd,"[""13303"",""13307"",""13308"",""13311"",""13318"",""13319"",""13324t"",""13405""]",de45bc080c6d20ca31ca7d1e8aa13a33f89aae3e6d265b8af7aff43fef3a7900,8,True,529cb3ea7d9d59a33a18c3039b978f4de9c2e92e522331389f7ea26426fa082c,205,8,0.075274988044,3631.28196916,453.910246145,54,0.50804357,3.0,1259
k08_p5,8,5,probability,5,fixed_seed_probability_5,5,2026090308,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k08_p05_20260903.csv,408c8fa2b82082727a0b091aa127eef6b73cd45fafe3105c7d415806bf1223e2,"[""13310"",""13312"",""13314"",""13402"",""13403"",""13406"",""13407"",""13408""]",ad963888e2091c0e25ab172557d4da0c5372da330ca3d40aeba412ea195b8b92,8,True,092d6892215a79a722106e6fc4db6b0ab63d8c092657b2e5895e873656064baf,159,8,0.046333890614,4478.08396958,559.760496198,46,0.527365147,7.0,1256
k08_p6,8,6,probability,6,fixed_seed_probability_6,6,2026090308,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k08_p06_20260903.csv,be3407c4b520f7ff113268965fac751a42b3e9a767dd912806de41e1d54a1788,"[""13301"",""13302"",""13304"",""13307"",""13311"",""13314"",""13405"",""13407""]",a90dbe4e45f412d4370525b54cbf7d21d087533653883ac3e7a738d754b56658,8,True,c36deed0a6eb5e380a9f601ab143bf40de55f138ca3187f144157c83493390fe,198,8,0.065425831923,3975.00597002,496.875746252,50,0.53439976,3.5,1260
k08_xenergy,8,7,structural,3,energy_heavy,31,2026090308,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k08_xenergy_20260903.csv,72e7fb39b36c8c0cdc928646d1d602ccd6202b51944081fe71acbd9b0ff3ab86,"[""13312"",""13319"",""13325"",""13401"",""13404"",""13407"",""13411"",""13413""]",0b438910b17560621e92ea1515c3271aead92eb283d2e923373fc6ef9681701b,8,True,0aaacd8701105b651e91738fecd40d4a3e72f0529d9269e881e926787b1165c4,190,8,0.045725424673,5004.26396401,625.532995501,46,0.524100601,7.0,1277
k08_xlight,8,8,structural,1,trip_light,298,2026090308,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k08_xlight_20260903.csv,be8fb28eff70c1870ffa85065aed31d400fe683705023a20c64602a1391235f1,"[""13310"",""13320"",""13323"",""13326"",""13405"",""13406"",""13410"",""13414""]",0852be18bb6b6bb005f55a399c1a882cb8ddf6f42cbd1f1aab43fe9cbbf0ba62,8,True,0c0001c2b5e132fc3d6417db3ad28c344a594a899ee7ba292fefc98e05d40a1c,123,8,0.05731040917,3452.85597609,431.606997011,24,0.308407752,7.0,1246
k08_xtrip,8,9,structural,2,trip_heavy,305,2026090308,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k08_xtrip_20260903.csv,bf6892ef9ae1a4693af910ceabebb8e248082f83dba6cd07f680f76accca64a1,"[""13302"",""13303"",""13304"",""13306"",""13307"",""13316uwt"",""13317"",""13322""]",36f6104c534c60edec706ee7583e6bccf23971b75e012adf0a7bba1b0ac595b1,8,True,18248f3e1401666efd097313903ef3be1bd02e9ee1d2de40dafe9c39d92cb9ac,270,8,0.08029739777,4101.46696926,512.683371158,54,0.37530052,1.0,1260
k08_xgap,8,10,structural,4,tight_gap,333,2026090308,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k08_xgap_20260903.csv,950cb756db91abb3869f6c4f91b1700d1fa4032aba39580c98f0182165ca73aa,"[""13301"",""13303"",""13304"",""13307"",""13312"",""13314"",""13321"",""13322""]",711be5663612a31a524d13a160eda04d941b08d364962a212fe86dc6d5a9925e,8,True,17866e61490460b13b7f3a6a3a9bc1ca8756fa1660c8bd7e59797bca082b4f07,252,8,0.07851135142,3918.67197582,489.833996977,54,0.419960526,2.0,1257
k09_p1,9,1,probability,1,fixed_seed_probability_1,1,2026090309,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k09_p01_20260903.csv,2384f2284bc7e704f6ef82e48e62758454b935720a13408fb89873873d566d88,"[""13304"",""13306"",""13310"",""13316uwt"",""13317"",""13323"",""13405"",""13409"",""13414""]",fbae33a0b4491bee592e4f6c6385711330e9ccde1830b139644f6d35109b9d95,9,True,c19a67b568827837063fdcb82e4cf86621811560a51c66391a051cb0579cf7cf,199,9,0.055327140754,4290.75897214,476.750996904,37,0.457479665,4.0,1243
k09_p2,9,2,probability,2,fixed_seed_probability_2,2,2026090309,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k09_p02_20260903.csv,307d2c8dbc10fc053c0e832683fda41e496b443d594ea4dc3cfca13dcdc1dce9,"[""13318"",""13319"",""13321"",""13322"",""13404"",""13407"",""13409"",""13411"",""13414""]",6210ac248b84d2e3df442dccbe1b90b7e74d08497c604b2b867d9c897f2d399a,9,True,abcc205816814c2397e7f85cfc1d5584e42e6ae2558680e6c990c30bbca3de57,185,9,0.04535840188,5038.45896801,559.828774223,33,0.317035206,7.0,1254
k09_p3,9,3,probability,3,fixed_seed_probability_3,3,2026090309,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k09_p03_20260903.csv,d04b70afb7e2344ba96f8dec51ecb73e358fb8edad5aa5c7fe383c2a25214dab,"[""13309"",""13316uwt"",""13317"",""13401"",""13402"",""13404"",""13408"",""13412"",""13413""]",8838150c319f09badbea2d3e0d85b245e3ff5b1dae58a713e17e1250642341c4,9,True,58eed1800cd8ae2158cbe0e8ae7eee1302eec270a2ce4714a521799cfddaccaf,167,9,0.045523411009,4993.89097108,554.876774564,37,0.396929663,7.0,1226
k09_p4,9,4,probability,4,fixed_seed_probability_4,4,2026090309,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k09_p04_20260903.csv,d0d9cddc6c731dd2c98caa09644ccf8b466e1dae9b5494e265d5ee2cbe11c414,"[""13301"",""13307"",""13308"",""13313"",""13322"",""13323"",""13403"",""13407"",""13410""]",2ac188316d03f81666aa28ea73b58194e88016a3b243577cb4fb8faed3195884,9,True,0766a5ae5a1671a5ce6c23178cf4d36f32a033f35a3a831d302323bbaf069e7e,199,9,0.056342317649,4520.82196534,502.313551704,37,0.45248459,5.5,1268
k09_p5,9,5,probability,5,fixed_seed_probability_5,5,2026090309,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k09_p05_20260903.csv,81fd89b18d621c80b5a81e65a7a8cb2c436195431ab0832ae00e9ec82d68b0ad,"[""13305"",""13308"",""13313"",""13316uwt"",""13319"",""13321"",""13324muw"",""13326"",""13405""]",d49b45a98b566c4e8a3760e4c0bbdcd5f9a29dcbf430d2e6ba3771648704913d,9,True,3ab7236559429154b959755dfc35603ba1a486f084847905d7bbcfb92f7ee955,219,9,0.073855305601,4059.1259663,451.013996256,37,0.29188049,3.0,1237
k09_p6,9,6,probability,6,fixed_seed_probability_6,6,2026090309,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k09_p06_20260903.csv,a83491b517d8686602016ed758a8c2179ed764d60b4dee668f9eb6305b61fba9,"[""13303"",""13314"",""13319"",""13321"",""13324muw"",""13325"",""13402"",""13404"",""13413""]",44e4e0883c3b8a533bd0ae3533ed99fd01f0fd3f0337d374ee55a86712b5d064,9,True,2b82a898d9bcc72f2fc106eb86ae7923068816da09a0f2e02d065563554215f0,227,8,0.055475420062,4915.68396847,546.187107608,54,0.514495201,4.0,1274
k09_xtrip,9,7,structural,2,trip_heavy,114,2026090309,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k09_xtrip_20260903.csv,97bf8f8e27cd491d1d3623ca9c89f9d539510bed6e4212ac778bd2f649ad29d6,"[""13302"",""13303"",""13312"",""13313"",""13316m"",""13317"",""13320"",""13324t"",""13412""]",0cf17cdb5db72666b8d940000bcf2b70d780d562b4730c6c2e2c56beeb24fff0,9,True,2b41f8b770111bb9ea5922528dd8af663367dc561fba96ac09933b8a1ff86baf,296,9,0.074507558406,5042.31895129,560.257661254,54,0.438148455,2.0,1260
k09_xenergy,9,8,structural,3,energy_heavy,132,2026090309,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k09_xenergy_20260903.csv,73dbd24abd61c23dc1904b1e508b5448dbd828d558ef38f53d3640e89937d800,"[""13302"",""13317"",""13321"",""13404"",""13407"",""13409"",""13411"",""13412"",""13413""]",f584840627d6f2576f535adc14b32be5817e28f5880bd54bf36278da6c676237,9,True,58052f80ed152090123eff9cf29bc06ef0c27f5e2a08051d96ce554feca414bd,204,9,0.044093499469,5762.52596258,640.280662509,50,0.518265005,7.0,1257
k09_xlight,9,9,structural,1,trip_light,145,2026090309,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k09_xlight_20260903.csv,0c9be82bafda373bd4fc2cf5f251e7d832e607b81b85ed2eb92814f54d3cead7,"[""13311"",""13316uwt"",""13401"",""13403"",""13404"",""13405"",""13410"",""13412"",""13413""]",86d051297e9d9c875a88245fb6a42a362bd8f65d1c9c4afba553a824d812014b,9,True,259408ba07b7540b73a6a80115e0c32518548cfc9bcc9219d1abc92af3cecd67,136,9,0.055991285403,4878.91596876,542.101774307,21,0.163427285,7.0,1286
k09_xgap,9,10,structural,4,tight_gap,387,2026090309,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k09_xgap_20260903.csv,994b57e6ac84e44efcb042e586d30bfa061761c178e2c1a18b409018db76c819,"[""13301"",""13303"",""13304"",""13310"",""13311"",""13312"",""13315"",""13318"",""13405""]",def1bc4d2cfbb6f6dac47adbd85fe480612aae2d82090b4ae121789485f2f85d,9,True,af87c2ff60bdca21cd056a27f59a8a4c117f2c157d94dde742bada1c8f25b9e2,288,9,0.072928765002,4771.59496502,530.177218336,54,0.399652627,2.0,1257
k10_p1,10,1,probability,1,fixed_seed_probability_1,1,2026090310,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k10_p01_20260903.csv,0a74bb567d7a447554cc982a681a04fb218f0081dabebe63f0da867f137c7ad7,"[""13303"",""13305"",""13309"",""13311"",""13312"",""13318"",""13320"",""13321"",""13322"",""13411""]",c9c76b6f01e6cc7a1a1cbad7e9b9b89224f10bddc250cba233c7113bdbdd082e,10,True,e8c353d9c2a8940e7e32be51b30898c73ed360ee6208a8354fdaf6b23d97ab15,277,10,0.075995395804,4728.58096186,472.858096186,54,0.462333534,3.0,1241
k10_p2,10,2,probability,2,fixed_seed_probability_2,2,2026090310,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k10_p02_20260903.csv,d14b5b3e55d4f4ec4d9dc30278218cac09db82640befadccf923e947e9db128a,"[""13307"",""13308"",""13310"",""13313"",""13314"",""13315"",""13316uwt"",""13320"",""13403"",""13407""]",7dfa91774633a435d5f7f234372d8344d3aa59cb6b1c26fae6037aa18e64d7ad,10,True,f2a59ecbd0d3f92247ad1de1bb860c6a603d1d20fec9cd4f6a6c96eafec556bc,222,10,0.073498838205,4478.90496362,447.890496362,37,0.349382332,3.0,1236
k10_p3,10,3,probability,3,fixed_seed_probability_3,3,2026090310,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k10_p03_20260903.csv,4576518624608e23497d71c9db08a088313c0be406d68fd81e79babb271ada19,"[""13309"",""13310"",""13320"",""13322"",""13403"",""13404"",""13406"",""13407"",""13410"",""13412""]",a9936bcb42e0981b0bd6c4edd821bbe1136b3a6c37b5619c307a999799ac1e8a,10,True,f1ee3a9d44d0bc1897fb5e94e94931f28cf0b49ded746cc3fcdf972303317ec8,180,10,0.050589695841,5326.42396326,532.642396326,26,0.230404904,7.0,1266
k10_p4,10,4,probability,4,fixed_seed_probability_4,4,2026090310,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k10_p04_20260903.csv,e82788df26330c3c2a45a7aabbcbec2f541b8d3d4a84fa332f38dadea036c119,"[""13302"",""13303"",""13314"",""13317"",""13319"",""13321"",""13401"",""13402"",""13411"",""13412""]",b516311fcfec2caab595811264aa42eb0bd287967c9086ad1a12a70542f11ed2,10,True,08dda4fe85cc34b414a6861785a5809cea69f530ee19c0e93a376bfb73e72f7e,264,10,0.055219495334,5670.23196309,567.023196309,54,0.553911709,4.0,1278
k10_p5,10,5,probability,5,fixed_seed_probability_5,5,2026090310,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k10_p05_20260903.csv,bb26f3110e19513700d5fd24fc1489ddc1ceda010283e4d43e2e0a029d175a98,"[""13301"",""13304"",""13306"",""13315"",""13319"",""13320"",""13323"",""13407"",""13412"",""13414""]",69a50eec1166055879b670e64e7b0d945fa8cedd777d7b118cdf93a4cd57f435,10,True,a91aa595baedbdfa8c1fd295fec6264c32ee1aa290a81f003eb8003e59c9c46e,229,10,0.055159733395,4777.78997097,477.778997097,37,0.434250879,4.0,1259
k10_p6,10,6,probability,6,fixed_seed_probability_6,6,2026090310,data/scale_ladder/instances/small_threshold_20260903/Practice_Custom_DutyUnion_k10_p06_20260903.csv,7448c7eb6ae0d85a66ffb04323401bcaf5b703da397edaed35afc13d8004420a,"[""13306"",""13310"",""13314"",""13315"",""13316uwt"",""13317"",""13404"",""13407"",""13408"",""13410""]",e7d801faca388c7a14cf18ec7f3a51c1f489a808bebe42043fdf7f29f09934da,10,True,1614646014f1278cca7d404ff3828005d51986e6eaceb0e1769529d3d50ec855,219,10,0.055799924595,5049.37997074,504.937997074,37,0.362690474,5.0,1263
