cell_id,scale,selection_replicate,sample_family,family_replicate,selection_role,nested_chain_id,nested_parent_cell_id,candidate_rank,candidate_seed,relative_path,instance_file_sha256,duties_json,duty_set_sha256,target_fleet,known_partition_continuous_physical_upper_bound,known_duty_certificate_set_sha256,trip_count,peak_concurrency_lb,direct_compatibility_density,service_kwh_total,service_kwh_per_duty,duty_trip_count_max,duty_trip_count_cv,scheduled_intertrip_gap_median_min,service_span_min
k10_p1,10,1,probability,1,fixed_seed_probability_1,nested_probability_1,k09_p1,1,20260904001,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k10_p01_20260904.csv,c54f31750af49fb66f0bf21995d02d01a5520e37f13152bc95b4aff17ecef1f3,"[""13310"",""13312"",""13313"",""13319"",""13324muw"",""13403"",""13404"",""13408"",""13409"",""13413""]",e79f2570a03cd5d717ae368314b79aa1f7a5d674a6a7374a0df46cc6ecd22b7f,10,True,84a199e1bcdc2793eda62d77c87ed66e867c6e242c75f82b24e0e9d57935918e,225,10,0.048373015873,5674.08595209,567.408595209,46,0.473807796,7.0,1257
k10_p2,10,2,probability,2,fixed_seed_probability_2,nested_probability_2,k09_p2,2,20260904002,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k10_p02_20260904.csv,969e49b79b454241e1f4116e405aebdf117dc6adac5497854cf4d7196166a6d6,"[""13302"",""13307"",""13310"",""13311"",""13312"",""13320"",""13321"",""13324t"",""13404"",""13406""]",364723836866b7d2cb17ec374c36a7a6c7df69e166060354e5739f0bfa534118,10,True,f4c5904b8ef73f029b0b848dd035e5ed7f0f6519194f62b18dc488f95239981f,236,10,0.064767399928,4711.20595603,471.120595603,50,0.534704798,3.0,1257
k10_p3,10,3,probability,3,fixed_seed_probability_3,nested_probability_3,k09_p3,3,20260904003,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k10_p03_20260904.csv,0a24efed4fe106a7a0e1d7038964c976e3a46ea62027e1ce879bc151f3a2b18d,"[""13301"",""13304"",""13307"",""13309"",""13316uwt"",""13321"",""13323"",""13324t"",""13403"",""13414""]",c5ebbbb42fb4bd436e0317ad69fd85120ac720b6b67af037cf58fcd2551c44f5,10,True,9ac1629bc6458190665a5597037b191075bb2d9208ba4d9d2ca920c3bc7ed805,205,10,0.062553802009,4119.53497449,411.953497449,37,0.442936499,4.0,1257
k10_p4,10,4,probability,4,fixed_seed_probability_4,nested_probability_4,k09_p4,4,20260904004,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k10_p04_20260904.csv,c186ded0e8b4d7834e0ba51f7ce14cc525fa7b62d38c255ca1ecd1afca9dbf08,"[""13307"",""13310"",""13311"",""13312"",""13313"",""13322"",""13404"",""13406"",""13410"",""13414""]",3a0f0a9ad6b5f63d6f1ac9b60b3016dabcc4bc15fcd07daaa8eaa8f132e1acb7,10,True,b9fb7cb6961d50171b7621057ccd65cea928be9b523d41d663d5c930630c4a5d,220,10,0.057658779577,5135.8539534,513.58539534,46,0.492086131,5.0,1263
k10_p5,10,5,probability,5,fixed_seed_probability_5,nested_probability_5,k09_p5,5,20260904005,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k10_p05_20260904.csv,b2fa6d6ca7c5deda4877c8f22d726dc49e6bddb72a921fee1da34ec1c3ef86f8,"[""13316uwt"",""13317"",""13319"",""13320"",""13322"",""13402"",""13404"",""13407"",""13408"",""13410""]",9a76dfe06f372b11ff4cfc504dad68c2d713d648f78a7b91ef6f0a2d549db08d,10,True,3e44aa24a31b010e656231f8c1f016aaff1de955e6254d245ef028f6939af3aa,204,10,0.045783830774,5301.64496693,530.164496693,37,0.354300216,7.0,1283
k10_p6,10,6,probability,6,fixed_seed_probability_6,nested_probability_6,k09_p6,6,20260904006,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k10_p06_20260904.csv,b6b8abf3c83ef5e8d3167d6a785b8403fb20c8927e25c409193e1c744174ffc0,"[""13302"",""13307"",""13309"",""13311"",""13320"",""13324t"",""13401"",""13407"",""13408"",""13409""]",f4aed30612c1e73e7677480ba846589e20c108a67fd39e68efbc6e9241e621ca,10,True,d578b7d7bf609c74a0d91875a630bfbd0c22520a501a9acc2e92682fbb02f525,192,10,0.054646596859,4661.77595991,466.177595991,50,0.556487933,6.0,1278
k10_xlight,10,7,structural,1,trip_light,,,10,2026090410,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k10_xlight_20260904.csv,9d8c2dd935decf6baeb36adb6f5ec89781db69683298d6c86bf2ef43ce2b5bf3,"[""13309"",""13314"",""13323"",""13324t"",""13326"",""13401"",""13403"",""13406"",""13408"",""13410""]",5e3a220192691beda07dd28e273206a6dc8d97ecc2ae736bf37eb547a4f822d7,10,True,cb2e85da765617e86db15a77783d0d829d956cb362b24b471a79196bbb2d5168,151,10,0.054481236203,4268.87397422,426.887397422,22,0.273775187,7.0,1286
k10_xtrip,10,8,structural,2,trip_heavy,,,195,2026090410,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k10_xtrip_20260904.csv,37ef10fbcfd1d2b30c6397cfc95b52c0a4b66dde23b02ad6abca79b1f6509ca9,"[""13302"",""13303"",""13305"",""13311"",""13313"",""13317"",""13318"",""13324muw"",""13325"",""13412""]",0763db5903a30bdc32f68f4e377d0f6a02a2156d61b6f315de1e238479cbe201,10,True,eb0ce3310b5c6337aea18155d875e0243bc09099d34556aac07d099960af146f,329,10,0.074690488546,5587.9699453,558.79699453,54,0.406988498,2.0,1260
k10_xenergy,10,9,structural,3,energy_heavy,,,343,2026090410,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k10_xenergy_20260904.csv,24def636047b2983cace296a5a2deaeea077cae83f6acab53a21ff952fe8e1e3,"[""13301"",""13302"",""13303"",""13304"",""13310"",""13318"",""13402"",""13405"",""13406"",""13407""]",310f9da8c39dcede6d509f4a93359309a13ef1f913162dc41d57519594f921ac,10,True,0e95f15b1ea8a9d1e2a11e611c472de0f3bacb1430a432acb641e9e740a26cdb,295,10,0.053107344633,6155.60795526,615.560795526,54,0.477773732,3.0,1275
k10_xgap,10,10,structural,4,tight_gap,,,362,2026090410,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k10_xgap_20260904.csv,7e252e6a790ecaf342ca04cf05728bfde3cc87cb93ec0c3e35d5f388b40fad5a,"[""13301"",""13302"",""13303"",""13306"",""13307"",""13309"",""13310"",""13311"",""13312"",""13317""]",9b0d45a7c69979007ed6f9330abda2d86ebfe123e17eb6759d14eb77f82c658d,10,True,f545f14f90e94e45dc3a8be518bc912f90902d861440ea50d90b2a048a0c5a16,328,10,0.079305586634,5181.82695566,518.182695566,54,0.411257774,2.0,1260
k11_p1,11,1,probability,1,fixed_seed_probability_1,nested_probability_1,k10_p1,1,20260904001,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k11_p01_20260904.csv,a34cf88096ef586419a247660df1f8b8cc40823c47ff72c96169495b6c54c844,"[""13310"",""13312"",""13313"",""13319"",""13324muw"",""13326"",""13403"",""13404"",""13408"",""13409"",""13413""]",5172ce15d9d4ad57e187973a83060c991ce6b47ccc71558e1f7a4366a0be9cc6,11,True,df5b44c6240c5f660b5cf6c59cff3f9281647ba8e1eadfabcca719cd0afaa61f,246,11,0.050107848017,6023.39195072,547.581086429,46,0.454921458,7.0,1257
k11_p2,11,2,probability,2,fixed_seed_probability_2,nested_probability_2,k10_p2,2,20260904002,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k11_p02_20260904.csv,ed584dba0369e1e42c7a19b6e58d50ec2c2f963561e00a07de5acf424b051759,"[""13302"",""13307"",""13310"",""13311"",""13312"",""13320"",""13321"",""13324t"",""13404"",""13406"",""13414""]",a238e7c6335157dcda936bdd4eb8930e71b4c0d10e133dc92a606cfa9970f479,11,True,951b0cc2ac2c84e822336d4e82dc543137a39bbd9c0a59e3367cfeb0c1111d63,248,11,0.060206347133,5216.58595303,474.235086639,50,0.553786277,4.0,1257
k11_p3,11,3,probability,3,fixed_seed_probability_3,nested_probability_3,k10_p3,3,20260904003,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k11_p03_20260904.csv,d44ae4a734a62fb603359e97f3d8b187c2cb0bd10c5e00bf20e33f1b321d0dc1,"[""13301"",""13304"",""13307"",""13309"",""13316uwt"",""13321"",""13323"",""13324t"",""13403"",""13413"",""13414""]",72e3f3b7f94f8d15cc751b1a1b7fa4be22d4991cff516b4dd8ed757378d0019c,11,True,633f4fff99f271af8652270909fde3ad4425f01eda289df9766b8e1d1836d87c,220,11,0.05599833956,4751.64497099,431.967724635,37,0.44004132,6.0,1257
k11_p4,11,4,probability,4,fixed_seed_probability_4,nested_probability_4,k10_p4,4,20260904004,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k11_p04_20260904.csv,837037c026cf3971309c96c719f594565fdc5521dfe2d43241e2a344b31f1a92,"[""13306"",""13307"",""13310"",""13311"",""13312"",""13313"",""13322"",""13404"",""13406"",""13410"",""13414""]",0641ee6132766bac992f29f2675151224abe93b5a80f839552df7dd6b15ea56b,11,True,e87b810f6f82872f358af5c1d86f7eab0129feee86dfb9352f3cf1594d052b73,250,11,0.06075502008,5607.29194938,509.75381358,46,0.4653085,4.0,1263
k11_p5,11,5,probability,5,fixed_seed_probability_5,nested_probability_5,k10_p5,5,20260904005,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k11_p05_20260904.csv,cb70c268c96b64775379f148cc7522f0ec0446a7b469e8f7d6697fcea4b6eaaf,"[""13312"",""13316uwt"",""13317"",""13319"",""13320"",""13322"",""13402"",""13404"",""13407"",""13408"",""13410""]",7cb1bf5d381ca075162a982b598c693511b22aa0db5228d4b40fa90798505d24,11,True,f446965f1ee63522c94321bc90a3c0a3b1d6d3f39ae15c11a167d5fb13dbbaf1,250,11,0.048289156627,6020.26595959,547.296905417,46,0.44362146,7.0,1283
k11_p6,11,6,probability,6,fixed_seed_probability_6,nested_probability_6,k10_p6,6,20260904006,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k11_p06_20260904.csv,9199478f9fc6d2771233763af0f16d780f629bb72268203b0dabc466be94661f,"[""13302"",""13307"",""13309"",""13310"",""13311"",""13320"",""13324t"",""13401"",""13407"",""13408"",""13409""]",14b720afbe131464337a2b6584cf79dbf060fc545d44e5f379b916db186d91c4,11,True,be6cb3a1c6bddde4765579b7bd92f07afdf6190162fd43fa1fc77a68379965ab,216,11,0.05745047373,5068.48395537,460.77126867,50,0.52353722,6.0,1278
k11_xgap,11,7,structural,4,tight_gap,,,53,2026090411,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k11_xgap_20260904.csv,4bf0eb24a65300a29328c93f4a03a4acc516e8b063bb4b64bfceb7303a8d7f27,"[""13301"",""13302"",""13303"",""13304"",""13305"",""13307"",""13310"",""13313"",""13315"",""13405"",""13413""]",5a74cf328094decf53564e49483e63e5e90ab89ae96d2570abfd2f61cdf27223,11,True,1765b3eed1b292fabb182c5c96ea8e359560377a52e92dc5fb2f1b8467daae94,342,11,0.068168956115,6004.90395158,545.900359235,54,0.419689965,2.0,1260
k11_xlight,11,8,structural,1,trip_light,,,237,2026090411,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k11_xlight_20260904.csv,00dafb620a9b12cf46714d0117e321b0982db257c3f4af259fc5a25a81da3a94,"[""13306"",""13307"",""13309"",""13311"",""13314"",""13320"",""13401"",""13403"",""13408"",""13412"",""13414""]",7f78255dbdbaa5e92db6dc40ce8779de9a7aea62994fc39ce547d851718ad878,11,True,36f6b2c6ab068ac0e703a81104870718d0d37f1def574b4328253c15b1e992ed,177,11,0.060670261941,4616.40696636,419.673360578,30,0.323960931,7.0,1226
k11_xenergy,11,9,structural,3,energy_heavy,,,241,2026090411,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k11_xenergy_20260904.csv,5d839bcb5af688ddfa3a65110a1111ea04278d0d4ed82e85cf8f0d6cddaf3fc9,"[""13302"",""13303"",""13313"",""13316m"",""13321"",""13325"",""13404"",""13407"",""13408"",""13409"",""13411""]",871b6e8e6032d2156df3b3ae7a44bf2b179112520a0c648c650fca124813e6fc,11,True,679e16d464a3e47faffb1b1f1bda4a9393f6cdf49131a218909c26acbfe1d3eb,304,11,0.050351745701,6804.84994608,618.622722371,54,0.528265304,4.0,1260
k11_xtrip,11,10,structural,2,trip_heavy,,,471,2026090411,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k11_xtrip_20260904.csv,e3c209761525c4ace276bf0962a211a389e9da184631d9fd8fd40756394eb817,"[""13301"",""13302"",""13303"",""13304"",""13306"",""13312"",""13313"",""13403"",""13407"",""13408"",""13414""]",082758db99372be8de655a6b1114a16a403f34f32df0ea66b6cd22ef97e871f2,11,True,c7732f61d45f5ae079695f2f980b5cd2758706970875684f1543d2083a4aaef4,344,11,0.057156417384,6768.07894454,615.279904049,54,0.478018716,3.0,1260
k12_p1,12,1,probability,1,fixed_seed_probability_1,nested_probability_1,k11_p1,1,20260904001,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k12_p01_20260904.csv,1215b5185757fff3d1504ada00e6778422446bf4c1cf92ff47f2049a4be12311,"[""13310"",""13312"",""13313"",""13319"",""13324muw"",""13326"",""13402"",""13403"",""13404"",""13408"",""13409"",""13413""]",77d7b2e814a240a02570fbdbcdf4583b28222be4578726851b9bb93a0659f33e,12,True,617872f4c9df8db141eba1432c48356a6c5bc84526fe0780a3658a9d85919312,263,12,0.047020578759,6739.73194672,561.644328893,46,0.449554453,7.0,1274
k12_p2,12,2,probability,2,fixed_seed_probability_2,nested_probability_2,k11_p2,2,20260904002,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k12_p02_20260904.csv,ec701ce2b72d61586e46634cfab1b49c6799309f50ac1073535e8775a5153901,"[""13302"",""13307"",""13310"",""13311"",""13312"",""13319"",""13320"",""13321"",""13324t"",""13404"",""13406"",""13414""]",05748c43b72736bca0aabec8549bfef7253f5795a219249b2c0ee788b52aa408,12,True,4f14bd51b7b2bfb65ef334550e149a2cdb5bfc6c9dcfc6c1dc586925cdc59a96,275,12,0.060384870604,5677.23794938,473.103162448,50,0.524380784,4.0,1257
k12_p3,12,3,probability,3,fixed_seed_probability_3,nested_probability_3,k11_p3,3,20260904003,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k12_p03_20260904.csv,66992416ee607061fe538bcd137d1f065465f5befeca51e11717935178d24e76,"[""13301"",""13304"",""13307"",""13309"",""13316uwt"",""13321"",""13323"",""13324t"",""13403"",""13411"",""13413"",""13414""]",cbdda261974fa5e90802e1e4cbdc2fd8d897223fcc26f06cb23682a05f981c2e,12,True,4d481385e2dfb4ea703cdf89183f755411afcfe69a079fddbef6d14110dc5244,234,12,0.052309159605,5341.25496749,445.104580624,37,0.440399078,6.0,1257
k12_p4,12,4,probability,4,fixed_seed_probability_4,nested_probability_4,k11_p4,4,20260904004,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k12_p04_20260904.csv,8b3e3e137f0fb9440ddfba219151cd4adef69ab6a1fd2b3c0318cfbe82df238d,"[""13306"",""13307"",""13310"",""13311"",""13312"",""13313"",""13322"",""13401"",""13404"",""13406"",""13410"",""13414""]",5c05f984b484063b216dc3bd5086e26e2fdeae51eb36248eba6df6223c5be59a,12,True,20a38e91235cf82e4b1bd4d8a53acf88217828d1f39a7fa44e8b53dd15d3035f,262,12,0.057091047352,6112.67194638,509.389328865,46,0.483212739,5.0,1286
k12_p5,12,5,probability,5,fixed_seed_probability_5,nested_probability_5,k11_p5,5,20260904005,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k12_p05_20260904.csv,18abe67d927364b27f8c5d5f93fdc8ca6f8423f7c8f0966e7c6c4d9422b853da,"[""13312"",""13316uwt"",""13317"",""13319"",""13320"",""13322"",""13402"",""13404"",""13407"",""13408"",""13410"",""13413""]",1ebdc96a7f02bd5853299be9dd2261e227cdabf9a16e3ce67bdf94c961e0c76c,12,True,60bd82f516c3fcabff260f7788bbd26c92227e56a557ab5d2881d4cceb9e0218,265,12,0.045769010863,6652.37595609,554.364663007,46,0.447690963,7.0,1283
k12_p6,12,6,probability,6,fixed_seed_probability_6,nested_probability_6,k11_p6,6,20260904006,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k12_p06_20260904.csv,8b8ec38fc2303f2aad71358fae7583c1c4fe009efeb1a147eb9eeebd93abacc6,"[""13302"",""13303"",""13307"",""13309"",""13310"",""13311"",""13320"",""13324t"",""13401"",""13407"",""13408"",""13409""]",5bcab15869bcc744d50c84efac12886861b368d5abb9f3faf95683643b4daf29,12,True,d52829378ea5ccaeb00071a413fbacfcd11f5acd03c0ce1af81fd92490536b34,270,12,0.058185322869,5796.20295107,483.016912589,54,0.607904043,4.0,1278
k12_xlight,12,7,structural,1,trip_light,,,60,2026090412,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k12_xlight_20260904.csv,6c9bbb6a8f5b089fe3a0cc5a3ecd05c7e5c28c6853b67d1e8a859cbb4528dee2,"[""13305"",""13311"",""13321"",""13324t"",""13405"",""13406"",""13407"",""13409"",""13410"",""13412"",""13413"",""13414""]",d6bc024a1c712437fade9780d3036553af868aeff75dad9fce83ab355bf30eed,12,True,4a555c2410917ce9ee59379d8d50771fd8b04ebed288ffa2b2c1e5216ca21d03,202,12,0.044677602089,6396.11395757,533.009496464,30,0.279516717,7.0,1246
k12_xgap,12,8,structural,4,tight_gap,,,113,2026090412,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k12_xgap_20260904.csv,15dd8be287755f5a5d9269a75056dce33b0b4adbe5c56df47ab5ecaea9c37b9c,"[""13301"",""13304"",""13305"",""13312"",""13314"",""13315"",""13317"",""13319"",""13320"",""13323"",""13324t"",""13325""]",770c4f6c2713393df60683ecb7a9d0e9f43b642e73ebc03edee24d513f60db8c,12,True,443190a5b1aec2a32800a6ab1833132ba0ef14d7ebee4130389efb091e667f8f,344,12,0.078310393925,5451.0229622,454.251913517,46,0.395519799,2.0,1259
k12_xtrip,12,9,structural,2,trip_heavy,,,121,2026090412,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k12_xtrip_20260904.csv,94108491a6737972863b68c3a4204784bf7c86418855fc7bcb320c122812bee8,"[""13302"",""13303"",""13304"",""13308"",""13312"",""13317"",""13318"",""13324t"",""13325"",""13405"",""13408"",""13412""]",e5140b481c1b5ed419c2de85a33ee367ff1469932538165480485afe63828092,12,True,e46acad0556584e6ce4d2cebe83945cc8266159b905d22c4923cdf31b2a22568,387,12,0.065496512297,7032.62694335,586.052245279,54,0.442358847,3.0,1260
k12_xenergy,12,10,structural,3,energy_heavy,,,298,2026090412,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k12_xenergy_20260904.csv,5c68621610834d4aab3f93ced7aadc3570d22ec081790b09c5340b871271ce15,"[""13302"",""13303"",""13308"",""13310"",""13325"",""13402"",""13404"",""13405"",""13406"",""13409"",""13412"",""13414""]",279f24c46e234527a36f9d77a086309523715d88de0c39ab2f0676f26516baec,12,True,6a61364d3d6a7beaa4ffee6108112b0aa0a4728373c78ce5d65b7ccb8772e52f,306,12,0.044380156434,7522.96894572,626.91407881,54,0.567725225,6.5,1275
k13_p1,13,1,probability,1,fixed_seed_probability_1,nested_probability_1,k12_p1,1,20260904001,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k13_p01_20260904.csv,6dc56dc3deb893ef86905dad78343749875741c72c894621978a98fef2fefde0,"[""13310"",""13312"",""13313"",""13318"",""13319"",""13324muw"",""13326"",""13402"",""13403"",""13404"",""13408"",""13409"",""13413""]",4ba6aa5380c96645ac1ce87eeb79cf0205ebbaac6bdc897830c7be85ec3c8584,13,True,957add371f52691c554a7317968a50ff0e216e30700f4d0318a616f8f45168d2,296,13,0.048236371965,7275.21294118,559.631764706,46,0.435509533,7.0,1274
k13_p2,13,2,probability,2,fixed_seed_probability_2,nested_probability_2,k12_p2,2,20260904002,data/scale_ladder/instances/threshold_9_15_20260904/Practice_Custom_DutyUnion_k13_p02_20260904.csv,de40d476444ee558c15ed360cac03fafbb262531c50acd90904346d40fd26729,"[""13302"",""13307"",""13310"",""13311"",""13312"",""13319"",""13320"",""13321"",""13324t"",""13404"",""13406"",""13411"",""13414""]",51cfc5c8f6bea60c994875fcbe639e85cc52a66c3c77c78a5fb7b6e4715b66df,13,True,e6049b66004a54a0de089683cedcee73605f050a68003033fc8698086c92105b,289,13,0.055891964629,6266.84794588,482.065226606,50,0.530236597,4.0,1257
