scale,candidate_rank,duties_json,duty_set_sha256,candidate_seed,selected_family,selected_role,trip_count,peak_concurrency_lb,service_kwh_total,service_kwh_per_duty,duty_trip_count_max,duty_trip_count_cv,scheduled_intertrip_gap_median_min,service_span_min
3,11,"[""13322"",""13405"",""13411""]",938368efe3356fe3cb5b28f5a4a6748ef2f3d4658950aef42a2a7b4ce002b302,2026090203,,,53,3,1528.2729908,509.424330267,26,0.334340474,7.0,968
3,12,"[""13303"",""13325"",""13414""]",6a12ffa0b6c9353972c2f6d2ff94ea328d5161a1eb58e6ff3b0292c289979c2d,2026090203,,,108,3,1899.0799862,633.026662067,54,0.490653381,2.0,1257
3,13,"[""13306"",""13312"",""13314""]",d5b2ea5cc51b6c01a06d550e363320e7f3be65ea4279402b00c044def955dd62,2026090203,,,92,3,1468.0339881,489.3446627,46,0.39966905,2.0,1211
3,14,"[""13308"",""13309"",""13405""]",09d05f63d890937a1719ecd1873e965d59b7ce21faa9040c1369213638a150c5,2026090203,,,66,3,1462.5209898,487.5069966,31,0.334021329,5.0,1086
3,15,"[""13324muw"",""13325"",""13410""]",375239df98a52759a09c686ee5f8eed1fbb7b8e0bdbc8ae0091245389f06323d,2026090203,,,74,3,1608.35498606,536.118328687,42,0.497987183,3.0,1175
3,16,"[""13303"",""13314"",""13321""]",3fc1b6c3349d877bde34841220b5ba3b2e901ebfeec3ebaf441bbaa13c66e116,2026090203,,,92,3,1413.22699356,471.07566452,54,0.54391287,3.0,1234
3,17,"[""13303"",""13309"",""13325""]",ff0642b5dc306b6334cbc430830dcab952a49eeb88f4f6aaf41d34e605eea479,2026090203,,,118,3,1782.1419861,594.0473287,54,0.3355761,2.0,1257
3,18,"[""13306"",""13322"",""13408""]",0eff670e047d244532be943eef0b897c77f89807d9cb5e7d36208043ef49e52f,2026090203,,,67,3,1326.64099128,442.21366376,30,0.366204303,3.5,807
3,19,"[""13316uwt"",""13323"",""13405""]",17d1b4d7bf4f7ad041f61664a8225760632abdbe203dcda8ea7d1907ffae33db,2026090203,,,42,3,1064.33899406,354.779664687,21,0.382437581,6.0,832
3,20,"[""13319"",""13325"",""13402""]",3bf423a2f46cd1a130670628d740a0a3a4d1dbd87f04af0900519c4cce6016cb,2026090203,,,86,3,1842.97298585,614.324328617,42,0.358396163,3.0,1274
3,21,"[""13321"",""13324t"",""13401""]",4647c1990e162602487bacb92a9009f8d51b73fa5f4b8b16521debcdb88800d9,2026090203,,,52,3,1228.98299173,409.660997243,22,0.237092846,7.0,1252
3,22,"[""13324t"",""13325"",""13405""]",ff3b3be921ff34787e71768880ab8ea4eff721c631bf65df2d706cf25b06fa64,2026090203,,,73,3,1529.16098633,509.720328777,42,0.52018733,3.0,1235
3,23,"[""13320"",""13323"",""13409""]",76e8f3200cc7e8235eed4c6e955fa827f153c6b26d5dda902a56c1a250f2f796,2026090203,,,41,3,1139.741992,379.913997333,17,0.294708438,7.0,1170
3,24,"[""13305"",""13403"",""13412""]",d20374ace9f8264542e1f081ae5a7cb9cbdf6a3a501174a59ecbc6c1576d4945,2026090203,,,59,3,1658.71298924,552.904329747,30,0.372110142,7.0,1206
3,25,"[""13305"",""13306"",""13413""]",c6089916842842a1ccd81a27f0422df6f2d7a3eb72bbdac7567670014986e254,2026090203,,,75,3,1541.31098922,513.77032974,30,0.282842712,4.0,1078
3,26,"[""13318"",""13322"",""13414""]",24cbc43c108b6b0f854d6363bd92c025dacc4880c438d2adf01fa82c5ced468d,2026090203,,,71,3,1432.41398926,477.471329753,33,0.368895799,3.0,1126
3,27,"[""13311"",""13404"",""13413""]",9df84a68bfa6c7c459cf85b23a0970d1e2b9e8c6f1c74584d5ac9fa7ac2e791f,2026090203,,,46,3,1614.3979886,538.132662867,17,0.081340378,8.0,1156
3,28,"[""13304"",""13401"",""13411""]",a791e395b0d4308fa2449c994e8ee117e751cf3a5c9ed3fa96da1261a549baf2,2026090203,,,63,3,1640.99299012,546.997663373,37,0.540149191,7.0,1275
3,29,"[""13308"",""13317"",""13324muw""]",cfafff1109aee5ee7232d3a6647b33ef8a280206366f2e106ed8761a76d5497d,2026090203,,,85,3,1418.55398998,472.851329993,37,0.29576012,3.0,1136
3,30,"[""13305"",""13314"",""13315""]",8a1513a2b0739f087f1953d674d59aa1d18c18ccbe9954711a7af829fe145b35,2026090203,,,77,3,1141.80799586,380.602665287,31,0.266787514,2.0,778
3,31,"[""13307"",""13316uwt"",""13317""]",9395e52e7b2daed7c51e6d94fbc3392ab7b86307e68e206b474c75b7aa9d2a8b,2026090203,,,73,3,1191.6219925,397.207330833,37,0.381599679,2.5,1145
3,32,"[""13303"",""13402"",""13405""]",9535be0cdb6322181725d7433e836192c91f7376baa424b2e1c854a07f763138,2026090203,,,84,3,1991.1689882,663.722996067,54,0.6591842,5.0,1213
3,33,"[""13309"",""13313"",""13405""]",7953cb1fabec702e3dbe0385e18132123829f446ca0981b987d69a43091b4866,2026090203,,,72,3,1594.57298196,531.52432732,37,0.412478956,4.0,1145
3,34,"[""13313"",""13403"",""13413""]",7aa4b5c5d320afa6ed5e07fadf9bf2c9ccd590ca8c248d1d0246b3d6a0ec5d38,2026090203,,,66,3,1880.74098156,626.91366052,37,0.482475252,7.0,1165
3,35,"[""13303"",""13313"",""13323""]",a0ab8fc5e9689618f2d3c22bab84bb40bdb90175b273425949d1b74bde4c44fe,2026090203,,,99,3,1544.23098366,514.74366122,54,0.575491698,2.0,1198
3,36,"[""13301"",""13321"",""13412""]",f76c21c7249ce09bb59a9e05fb78bfb333767a753cd23af7339393e0419074ab,2026090203,,,73,3,1636.80799226,545.602664087,36,0.358789064,7.0,1234
3,37,"[""13304"",""13318"",""13406""]",ed259c7d25d76e7410afd7450d963e0b429fb7be9215852653afad9e7861a435,2026090203,,,84,3,1671.09398758,557.031329193,37,0.358331356,3.0,1243
3,38,"[""13316m"",""13321"",""13412""]",547e444b8fae4229aeddddf1c0b6d475a5f42881f8ad0167cc65586d638d4f7c,2026090203,,,60,3,1408.82699216,469.608997387,23,0.177951304,7.0,1146
3,39,"[""13304"",""13305"",""13306""]",6ee70a0f194af8312d312db6bb72266eb5c86b652a809fca705eafaf7657fe2f,2026090203,,,97,3,1455.20398934,485.067996447,37,0.102056649,2.0,1243
3,40,"[""13316m"",""13326"",""13410""]",7cbfb00aec698a78f8e8e68d623324d009cfe3f3165fbdd5fdadda9978553a41,2026090203,,,59,3,1350.59999239,450.199997463,23,0.172848119,6.0,1180
3,41,"[""13303"",""13307"",""13324t""]",078abf25104c1b9f45dafe2612e1782fd5d6e78a760fdf9a911252c64e77c723,2026090203,,,87,3,1295.12198935,431.707329783,54,0.61103604,2.0,1198
3,42,"[""13309"",""13312"",""13316m""]",40f6492ae7139a1bc67820519907096389109d566e5c2b297c61cb4474f72050,2026090203,,,91,3,1477.01698732,492.338995773,46,0.365456904,3.0,1192
3,43,"[""13320"",""13326"",""13401""]",853d6db65dede162df21f0c54b264f72670494eee1b02d43e830280e6e2e7eb0,2026090203,,,49,3,1120.59699223,373.532330743,21,0.225415531,6.5,875
3,44,"[""13319"",""13320"",""13414""]",51f7a9acd227691b1872224ada6048bcc0850b9506f59985e4950e153973a1fd,2026090203,,,55,3,1231.94298995,410.647663317,27,0.345932683,6.5,1144
3,45,"[""13306"",""13322"",""13403""]",4e0f480c0930f9b5f2627a4f46e2b9af51601cb220876dc3875a91d6d267d4f9,2026090203,,,70,3,1452.60099028,484.200330093,30,0.291372544,4.0,1007
3,46,"[""13305"",""13402"",""13406""]",a5ecf25ec33ba306a152271be8c5771d61e839efa43834baea118a487409784a,2026090203,,,61,3,1743.71298924,581.23766308,30,0.341519126,7.0,1153
3,47,"[""13307"",""13405"",""13414""]",38ae7431119e9c5d5e4d48e899da8f342753e9749c76e47307a57833012453e7,2026090203,,,40,3,1303.82299082,434.607663607,15,0.093541435,7.0,983
3,48,"[""13302"",""13317"",""13413""]",7e77b460904790219c80f04560d1249f48d30e2a8980e1a8fced6563709b2cc2,2026090203,,,102,3,1985.79298418,661.930994727,50,0.424861739,3.0,1257
3,49,"[""13314"",""13323"",""13412""]",516e30e9125e2ab8528c3b6c9dcb7d1cc6b5023ecb1da199a071670840656033,2026090203,,,39,3,1066.80599486,355.601998287,16,0.273771237,8.0,1148
3,50,"[""13302"",""13313"",""13323""]",ec1d68bca63f697da7615e5a81d0aa8957d6c323035286b8601ddb141a230ce5,2026090203,,,95,3,1589.64397862,529.881326207,50,0.554408172,1.5,1257
3,51,"[""13314"",""13322"",""13407""]",342ca3808f52609408850d495f98c55a7dde52d3c2eb83a4cad10c5325466042,2026090203,,,59,3,1385.09799276,461.69933092,26,0.228656569,6.5,1179
3,52,"[""13302"",""13323"",""13402""]",413a81a6feb8481ecc487509a8bd670624c41a92e2a99f972501278fec4edd88,2026090203,,,75,3,1646.96298606,548.98766202,50,0.722218803,4.0,1275
3,53,"[""13309"",""13319"",""13410""]",33025bcb34a4533cdaa2f2beec09a3cfc8976eefc14974bd050d31c6f041ce05,2026090203,,,64,3,1480.43398925,493.477996417,27,0.23070036,5.0,1216
3,54,"[""13304"",""13320"",""13326""]",d9f9ce1454652c82538004385c51bb45c7db512f5c60d4a224161bf26be16ddf,2026090203,,,74,3,1161.21999185,387.073330617,37,0.363108888,3.0,1243
3,55,"[""13305"",""13311"",""13409""]",caba6dce4c09b61bb733ee1313446ef6b1950b2ab975db3313f519c76d4ee6f7,2026090203,,,61,3,1420.05098884,473.350329613,30,0.341519126,7.0,1217
3,56,"[""13324t"",""13403"",""13410""]",a47e4a8b759aea15f2530843075794c0cbf95cdf3ed5dad92c3e2853ae84edb3,2026090203,,,47,3,1537.01998883,512.339996277,18,0.108489777,7.0,1266
3,57,"[""13317"",""13321"",""13403""]",732057b61a5363beb76a18b77347efee9be0612b34e61ade83434c95ccb33b2f,2026090203,,,73,3,1577.69399192,525.897997307,37,0.391790401,6.5,1232
3,58,"[""13325"",""13326"",""13411""]",523f3de04915bcb61e8b4ecfccac52332c37a4f2f305f00d1276bad6b95cdd46,2026090203,,,77,3,1604.89698863,534.965662877,42,0.463547229,3.0,1166
3,59,"[""13302"",""13307"",""13407""]",147e8ebbe573a1fa362469778ddd502a5f1eeb563cf21c43255da03cb69fa262,2026090203,,,82,3,1740.03498348,580.01166116,50,0.587141615,3.0,1257
3,60,"[""13313"",""13316m"",""13405""]",48dc1151fe0ade8649517bd3154d04bb0f3a196818fd52afd75360ee4e6a310e,2026090203,,,73,3,1576.08498282,525.36166094,37,0.4045157,4.0,1145
3,61,"[""13314"",""13316m"",""13320""]",b1d435b5290a31cb6c8febd470a514328d2efbd942540104537292c00a2d38d1,2026090203,,,55,3,913.83999382,304.613331273,23,0.179990817,4.0,797
3,62,"[""13302"",""13316m"",""13326""]",5972e4805e20a22bd7abe3860cb4fc61fc160701857f9cab1a833fd33803e632,2026090203,,,94,3,1492.39198705,497.463995683,50,0.422060307,2.0,1257
3,63,"[""13307"",""13321"",""13402""]",f1c4075d97a8a6059c8e07dd2620bf3856fa2c2fa00f2e5b3e2f194d32d6eeb3,2026090203,,,54,3,1375.20599172,458.40199724,22,0.163551127,7.0,1249
3,64,"[""13316uwt"",""13323"",""13406""]",cf0eb6e98d531a3905fa69f808b42dd4bcf8ba97fa6deaecf6afc0680a138a24,2026090203,,,43,3,1106.83899406,368.946331353,21,0.370636685,7.0,1113
3,65,"[""13304"",""13404"",""13412""]",cd35d9881f25be374bb677af8f07b3e91b18e6e739be9b52f0ad3906415604d2,2026090203,,,69,3,1893.68298862,631.227662873,37,0.431874331,7.0,1252
3,66,"[""13313"",""13322"",""13411""]",21afa865768de58999e29b41de8f89f523d2b1ce3fb8ef3e6fd09d374e9bd8cd,2026090203,,,77,3,1640.18398286,546.727994287,37,0.365948125,3.5,1095
3,67,"[""13325"",""13401"",""13402""]",84cbcd8f8f274fe89a3e9f7d784abc4f31888e0becf809a3be1e3caa0fa642dc,2026090203,,,71,3,1887.7009865,629.233662167,42,0.554507597,7.0,1275
3,68,"[""13302"",""13325"",""13401""]",5407e4a6687bc37ac172ab4849b6b822d8cfe89bfcfa87dce7b913dcbb78682a,2026090203,,,104,3,1944.49298116,648.164327053,50,0.471840159,2.0,1278
3,69,"[""13303"",""13319"",""13407""]",7e253251f771487538f1c253d0163c956e8816c58aec8e61893a283231d33df3,2026090203,,,98,3,1903.94098755,634.64699585,54,0.478396252,3.0,1259
3,70,"[""13304"",""13316uwt"",""13321""]",3ebdef4ace6f904340ec8f082b427b0ae258845858be8244afb1041133ac5d50,2026090203,,,80,3,1313.27399318,437.757997727,37,0.27443123,3.0,1243
3,71,"[""13309"",""13407"",""13413""]",09aea8ea24075c1ec8c77d4d623a70ef71bf8b64c93dda89aecaf00f0e485d41,2026090203,,,54,3,1736.1219889,578.707329633,22,0.163551127,7.0,1186
3,72,"[""13316uwt"",""13324muw"",""13412""]",2265766da49ab08709500b8c540a71ac22b76c99cf8a9ba12fbf37bc99d34e60,2026090203,,,53,3,1302.11199072,434.03733024,21,0.141194618,6.5,1120
3,73,"[""13306"",""13321"",""13411""]",194aa5cd6493e4d11ec427852b11fb3994d6c79e8ff248cc1067173093dc3c78,2026090203,,,66,3,1468.58099088,489.52699696,30,0.296907848,4.0,1204
3,74,"[""13323"",""13407"",""13410""]",30cd4d633758a30ea60f9e10dfd1cc6f9a9448f54c36db45d59ff7b1f4500e9a,2026090203,,,40,3,1504.4009909,501.466996967,17,0.289395923,7.0,1209
3,75,"[""13302"",""13307"",""13310""]",acccd933637197ac4062c9d4824de3279b724e7e34a78f32d6889384c8eb754d,2026090203,stress,tight_gap,89,3,1431.17298344,477.057661147,50,0.500220883,1.0,1257
3,76,"[""13304"",""13402"",""13412""]",818ac1f4c843a515bf459a011f0025249cdeb19a516a1a025429d449b74d8294,2026090203,,,69,3,1893.68298862,631.227662873,37,0.431874331,7.0,1272
3,77,"[""13308"",""13309"",""13412""]",9d8fcb6b51bbacd97e3e004b6fef5f824659d89592085c3ead3aa3c3644009c4,2026090203,,,68,3,1546.7509893,515.5836631,31,0.288924746,5.0,1167
3,78,"[""13305"",""13406"",""13407""]",32d3234e24f8aef9ed8068576f46032579ab70ba200c57f0ed1c14538b325efb,2026090203,,,61,3,1742.94298874,580.980996247,30,0.341519126,7.0,1214
3,79,"[""13324muw"",""13406"",""13408""]",9666e7804aff12e598e0b92644d5037bd1cf9829ac8fe9dd5736c999ab78f1ac,2026090203,,,42,3,1364.29399056,454.76466352,17,0.174963553,7.0,1113
3,80,"[""13303"",""13313"",""13326""]",701c77b9fd26a64c6dae9e45a8d411bdd98f78d360b4771ba2326c9e55cccdb0,2026090203,,,112,3,1736.04598289,578.681994297,54,0.360917552,2.0,1198
3,81,"[""13316m"",""13324muw"",""13407""]",b1933b0c4782d1c8e4259ee9512d1e0470d8defbcbef24ff8ae9051b6061739f,2026090203,,,57,3,1396.55798982,465.51932994,23,0.148864586,6.0,1179
3,82,"[""13303"",""13305"",""13318""]",3f90a5db1c5feb51a24210f7beb5ae0422b486b6071faab4f90196264121d6d5,2026090203,,,117,3,1700.9629869,566.9876623,54,0.273771237,2.0,1238
3,83,"[""13305"",""13318"",""13320""]",e276e75882213a981265870b1eb1a144e6bb46f7f286e9873ac8d58c188ed848,2026090203,,,79,3,1239.1549878,413.0516626,33,0.281343174,2.5,1214
3,84,"[""13315"",""13322"",""13407""]",b27a8efc46aa1f2f5d5fc69b661168e80031d87518971a7ac4e6c871d1648b0b,2026090203,,,74,3,1533.19299296,511.064330987,31,0.234839827,3.0,1179
3,85,"[""13305"",""13315"",""13402""]",3eb397eb2848b1f1de682984761b41df6cdd1a438ad3d2cd22a7200d3db16014,2026090203,,,78,3,1580.1729924,526.7243308,31,0.245270852,3.0,1137
3,86,"[""13305"",""13325"",""13402""]",e4d703f874c85ecfc218becd2edabdb67feba87611413180bc744ebe9a4da15c,2026090203,,,89,3,1820.08398624,606.69466208,42,0.344121187,3.0,1272
3,87,"[""13304"",""13316m"",""13404""]",86f537c6147d1c95ebcba22370d83a97e11377971c352f0c357fee1c6fb62d8f,2026090203,,,77,3,1632.29699038,544.098996793,37,0.326488444,6.0,1252
3,88,"[""13304"",""13319"",""13406""]",fdc1cd620a3d1c77484d2bf9d0abf2e2f6ceb413145d6c51b468050333326807,2026090203,,,78,3,1596.26498947,532.088329823,37,0.362165305,3.0,1245
3,89,"[""13314"",""13319"",""13404""]",285b293024b59f8556140df0c5d221a799afbc539283486847666a9c16818bf8,2026090203,,,60,3,1454.96699181,484.98899727,27,0.24832774,7.0,1254
3,90,"[""13310"",""13322"",""13326""]",c690ce22c987ba553f2f200bf01af19a49d676b94655d451a83af30f408a1f4b,2026090203,,,71,3,1147.56699189,382.52233063,26,0.086822732,3.0,735
3,91,"[""13303"",""13311"",""13316m""]",89264c8a24e3dcc88252393c26e4d091fe854bd8031f4e275fd43ed75f5c896a,2026090203,,,91,3,1363.62098956,454.540329853,54,0.564839441,2.0,1198
3,92,"[""13318"",""13319"",""13324muw""]",064e7671a79f7eedefb59a53dba0eef6e5149ba17d5e6413c2d1005a9df5335d,2026090203,,,77,3,1307.16698737,435.722329123,33,0.257129739,2.5,1147
3,93,"[""13321"",""13402"",""13403""]",6d1e8f6908e41d5c5fd9831fccefdd262dc596390a2cf72ec25021c4d9b4b221,2026090203,,,53,3,1713.4829909,571.160996967,22,0.186782923,7.0,1249
3,94,"[""13317"",""13320"",""13413""]",db4553d4c06a6ffab4448cda956f110ab50751aaca8f096e13742a7807a467e0,2026090203,,,68,3,1478.57199012,492.85733004,37,0.447503649,7.0,1092
3,95,"[""13318"",""13319"",""13410""]",2508072cd0b7badd7e1f85c5452a9dd14147d58b00531d55119553ba16978774,2026090203,,,75,3,1627.47298681,542.490995603,33,0.299332591,3.5,1175
3,96,"[""13302"",""13318"",""13324muw""]",19a3d7c19d907e2920efa6ac37f77ba95148404099834dd8ea38fd2a16f82961,2026090203,,,100,3,1619.64698168,539.882327227,50,0.404227659,1.0,1257
3,97,"[""13304"",""13306"",""13320""]",3bf65b720ed8f333aa86d8805857fb71ba0a2ef68f6dcde0ac8261381040ad73,2026090203,,,83,3,1283.3519892,427.7839964,37,0.315561466,3.0,1243
3,98,"[""13307"",""13320"",""13404""]",353ef435239aa84518a41948d19b585169509bd659c7fa4a0d35a8c9cb0d526e,2026090203,,,48,3,1233.58398992,411.194663307,17,0.051031036,7.0,1156
3,99,"[""13302"",""13308"",""13316m""]",cff960ef25c1b636e3bd4137a008084fbdb59ce7e3fbd8a5204e1eda98dff065,2026090203,,,104,3,1670.05498482,556.68499494,50,0.326640149,3.0,1257
3,100,"[""13303"",""13401"",""13407""]",39dc4477e33205094467c720a8c10cf4fc514a0864e860db1cc02b5d0e25570d,2026090203,,,83,3,1948.6689882,649.5563294,54,0.677061268,4.5,1256
3,101,"[""13315"",""13323"",""13407""]",12cc13376df2128ca7142463d551746c31fb7fb784a53f1072f036d997e67df8,2026090203,,,56,3,1299.13099456,433.043664853,31,0.50696677,4.0,1179
3,102,"[""13301"",""13305"",""13326""]",e926c9ec162c21dd6f0c43961c407092fd8918717e4b74c0ba79edd08e2257e2,2026090203,,,87,3,1385.00399323,461.667997743,36,0.212566,3.0,1161
3,103,"[""13302"",""13319"",""13410""]",1e22f5640539fd7425ae381377fff4e45c2e435c7b31dc888390c568292cdc9a,2026090203,,,92,3,1865.12398301,621.707994337,50,0.473543933,3.0,1265
3,104,"[""13307"",""13319"",""13402""]",87e023fc6805430cbfe82c8d47d24f3fbaa5501199329d9fd57a3e0ecdace25d,2026090203,,,59,3,1428.32498967,476.10832989,27,0.266915521,7.0,1274
3,105,"[""13323"",""13405"",""13407""]",61a8a7decdf0bbc7e20056ddeb47d4431eeefc321372f85b48668a5dd642e889,2026090203,,,38,3,1420.1709914,473.390330467,17,0.290667395,7.0,1216
3,106,"[""13306"",""13321"",""13409""]",72c9251327bcdf5ee7f7f4152528ec3b6de5ae10142b442198fe7bab4b8aca2c,2026090203,,,69,3,1595.31099038,531.770330127,30,0.232788093,6.0,1211
3,107,"[""13308"",""13317"",""13321""]",c3fc0b63eee9210568399402b1531e6b3ac6feda6f260e17e93626a1324e8e09,2026090203,,,90,3,1515.05299182,505.01766394,37,0.205480467,3.0,1193
3,108,"[""13307"",""13313"",""13315""]",a4a276d0e9c543693ea8d460f3ca58cefafd300340da6fcfe01a7961393e365f,2026090203,,,83,3,1336.42398554,445.474661847,37,0.335623814,2.0,1135
3,109,"[""13317"",""13326"",""13406""]",6bf41529899bc733f3123a63053b87cd2ceb328c769a160068c720977ae154fd,2026090203,,,72,3,1519.46699215,506.488997383,37,0.40109803,3.0,1152
3,110,"[""13303"",""13306"",""13401""]",f48d9cd4d3c41a806ff43f0a862229ad0064e28c27323dc8d92b66d230bf6401,2026090203,,,96,3,1704.53698868,568.178996227,54,0.537645329,3.0,1216
3,111,"[""13310"",""13326"",""13410""]",44c3e6ca73b872f73d32b5890d3691ccfd88faca713586b2fbbecaca7250ba1e,2026090203,,,60,3,1387.35399009,462.45133003,24,0.187082869,5.0,1224
3,112,"[""13315"",""13316m"",""13321""]",b43291dd45f946998689f4f9b8884aee07b84cc71d6b204ad383451c538bd2e0,2026090203,,,76,3,1203.55699582,401.185665273,31,0.158987447,3.0,1156
3,113,"[""13324muw"",""13403"",""13411""]",6d214077e154b864af5da3369abe0e8d5caa7e4f62a3300110482097004fd13f,2026090203,,,45,3,1490.25398956,496.751329853,17,0.094280904,7.0,1007
3,114,"[""13301"",""13319"",""13324muw""]",a162a2577e7426442a364eb8187164ec6876e6a320b3d9da814f351c6b44dfe4,2026090203,,,80,3,1369.62099077,456.540330257,36,0.291011168,3.0,1259
3,115,"[""13318"",""13326"",""13403""]",e2ce1f29d8a539536910b7e6dcacc4027170d0db9db2f51b31c30a1f5c1919e1,2026090203,,,68,3,1474.39698959,491.465663197,33,0.346135362,3.0,1236
3,116,"[""13314"",""13318"",""13411""]",611b50b4cecbf52fd747a3a566aac3bc4d08dbaa642d6ae9b63383f954761b10,2026090203,,,63,3,1403.06599042,467.688663473,33,0.40592736,5.5,1178
3,117,"[""13302"",""13310"",""13402""]",8dd55c6b7b199a1a5ffb57e9f120b840ac1e18b44c3d72d5e2993f846a448284,2026090203,,,91,3,1896.17998212,632.05999404,50,0.468033834,3.0,1275
3,118,"[""13309"",""13323"",""13413""]",0da845fadada185b8059e6bf24aac3d221b6c871ceaa5adc3b9755269772e5a4,2026090203,,,45,3,1178.0429928,392.6809976,22,0.381031738,7.0,1050
3,119,"[""13308"",""13310"",""13315""]",dc5d8e75a4e2b3c394f5e50f42f677b1c5b2c8c6429160a36e84f5c7816c3fa4,2026090203,,,86,3,1359.74699152,453.248997173,31,0.115110406,2.0,1067
3,120,"[""13306"",""13317"",""13326""]",226dad44bc063b073588a361478ea4cd78d7fe230fbd771607e54592243c18b0,2026090203,,,88,3,1401.29499163,467.098330543,37,0.223260031,3.0,1147
3,121,"[""13313"",""13319"",""13321""]",a24e7a66b4bfd213113c69a8fa845e7910c207e123a61afe883aa5b287978acc,2026090203,,,86,3,1527.20598331,509.068661103,37,0.21753822,3.0,1187
3,122,"[""13404"",""13408"",""13410""]",a1132f53ce38b4143d0aaa1c62cb77e39c2361fd22d92a4e1fad47870368dc6c,2026090203,,,43,3,1811.3299895,603.776663167,17,0.174030576,8.5,1263
3,123,"[""13305"",""13318"",""13407""]",6bcbb62ead47778be57cbae9fa91f7c408440f125e1ea3eb89b3c125874d4b02,2026090203,,,80,3,1688.8139867,562.937995567,33,0.260408333,4.0,1214
3,124,"[""13306"",""13411"",""13412""]",8f739db00659cc87a8e119a2462b7ea85690bab92fac8b03975ef7b5c6488121,2026090203,,,59,3,1692.38798848,564.129329493,30,0.372110142,7.0,1178
3,125,"[""13312"",""13317"",""13325""]",996d653b054bda0d996dd0570e5f37a6b92b1fbaa177cef245f0ec62feb788da,2026090203,,,125,3,1965.15298318,655.050994393,46,0.088362888,1.0,1208
3,126,"[""13324t"",""13405"",""13408""]",159e0222371ea2ea29813052bc7e808579aecd2cf24ea9ecff0406128b42ae19,2026090203,,,42,3,1326.82999033,442.276663443,18,0.210280021,7.0,832
3,127,"[""13316m"",""13324t"",""13414""]",0f45a0c334bc51fc18eb47748e14cd5121ff11fbd81a709a654a1884dba64df8,2026090203,,,53,3,1191.40399109,397.134663697,23,0.254542218,6.0,917
3,128,"[""13320"",""13323"",""13413""]",f2deebd90ab904abe7c54ff2a9e1352ca46696a2c2e32fb0e914b43b053e4716,2026090203,,,39,3,1055.5119925,351.837330833,16,0.273771237,7.0,993
3,129,"[""13307"",""13324muw"",""13411""]",edcdf3b29d0d2f2c8c0bfa1c6510ca3f2f672d71400adc872b8f11d3ce1123c4,2026090203,,,46,3,1151.97699038,383.992330127,17,0.081340378,5.0,958
3,130,"[""13304"",""13317"",""13326""]",6cfed3dcd5210575f5f7b72c8cafd6e98dc83723541dfa35fb9fa686f5dac420,2026090203,,,95,3,1475.85999227,491.953330757,37,0.238183337,2.0,1243
3,131,"[""13307"",""13310"",""13326""]",1294469f7462c1d042658b7811f548c552755f3f4e28b3c37892fd9ceed116b0,2026090203,,,60,3,1007.34699141,335.78233047,24,0.187082869,2.0,764
