cell_id,scale,selection_replicate,sample_family,family_replicate,selection_role,candidate_rank,candidate_seed,relative_path,instance_file_sha256,duties_json,duty_set_sha256,target_fleet,known_partition_continuous_physical_upper_bound,known_duty_certificate_set_sha256,trip_count,peak_concurrency_lb,direct_compatibility_density,service_kwh_total,service_kwh_per_duty,duty_trip_count_max,duty_trip_count_cv,scheduled_intertrip_gap_median_min,service_span_min
k12_xlight,12,7,structural,1,trip_light,54,2026090412,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k12_xlight_20260904.csv,6c9bbb6a8f5b089fe3a0cc5a3ecd05c7e5c28c6853b67d1e8a859cbb4528dee2,"[""13305"",""13311"",""13321"",""13324t"",""13405"",""13406"",""13407"",""13409"",""13410"",""13412"",""13413"",""13414""]",d6bc024a1c712437fade9780d3036553af868aeff75dad9fce83ab355bf30eed,12,True,4a555c2410917ce9ee59379d8d50771fd8b04ebed288ffa2b2c1e5216ca21d03,202,12,0.044677602089,6396.11395757,533.009496464,30,0.279516717,7.0,1246
k12_xgap,12,8,structural,4,tight_gap,107,2026090412,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k12_xgap_20260904.csv,15dd8be287755f5a5d9269a75056dce33b0b4adbe5c56df47ab5ecaea9c37b9c,"[""13301"",""13304"",""13305"",""13312"",""13314"",""13315"",""13317"",""13319"",""13320"",""13323"",""13324t"",""13325""]",770c4f6c2713393df60683ecb7a9d0e9f43b642e73ebc03edee24d513f60db8c,12,True,443190a5b1aec2a32800a6ab1833132ba0ef14d7ebee4130389efb091e667f8f,344,12,0.078310393925,5451.0229622,454.251913517,46,0.395519799,2.0,1259
k12_xtrip,12,9,structural,2,trip_heavy,115,2026090412,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k12_xtrip_20260904.csv,94108491a6737972863b68c3a4204784bf7c86418855fc7bcb320c122812bee8,"[""13302"",""13303"",""13304"",""13308"",""13312"",""13317"",""13318"",""13324t"",""13325"",""13405"",""13408"",""13412""]",e5140b481c1b5ed419c2de85a33ee367ff1469932538165480485afe63828092,12,True,e46acad0556584e6ce4d2cebe83945cc8266159b905d22c4923cdf31b2a22568,387,12,0.065496512297,7032.62694335,586.052245279,54,0.442358847,3.0,1260
k12_xenergy,12,10,structural,3,energy_heavy,292,2026090412,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k12_xenergy_20260904.csv,5c68621610834d4aab3f93ced7aadc3570d22ec081790b09c5340b871271ce15,"[""13302"",""13303"",""13308"",""13310"",""13325"",""13402"",""13404"",""13405"",""13406"",""13409"",""13412"",""13414""]",279f24c46e234527a36f9d77a086309523715d88de0c39ab2f0676f26516baec,12,True,6a61364d3d6a7beaa4ffee6108112b0aa0a4728373c78ce5d65b7ccb8772e52f,306,12,0.044380156434,7522.96894572,626.91407881,54,0.567725225,6.5,1275
k13_p1,13,1,probability,1,fixed_seed_probability_1,1,2026090413,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k13_p01_20260904.csv,87bb52b512d62ff1c9deab91d92b6dab7ce14e161a6f06c55adf85a73b8c8d57,"[""13301"",""13304"",""13305"",""13306"",""13309"",""13326"",""13401"",""13405"",""13408"",""13409"",""13412"",""13413"",""13414""]",0bf9ed5989f551d51c2ccd8967c21d17f8b17f2ac682141f673d691974326c49,13,True,34bcd18dc1d5b4ba30694b4d46622a4586ecefb9e19950bdcc2e47511204285d,271,13,0.045701790351,6792.19695923,522.476689172,37,0.432695181,7.0,1275
k13_p2,13,2,probability,2,fixed_seed_probability_2,2,2026090413,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k13_p02_20260904.csv,492ba70b3009740a3f1a788d5bfa4a4ef2577478eb85f37ceda4283d92cea98f,"[""13308"",""13309"",""13313"",""13315"",""13316m"",""13323"",""13324muw"",""13325"",""13402"",""13407"",""13409"",""13410"",""13411""]",69482aead35314cbf30662a0a41929bf713c5e0d2e5f91007613229a401aa184,13,True,6d2c4e64043a79bda290f29c51c118585271cd74ef551afdb58a4c902ad9c275,291,13,0.052115179524,6874.16194874,528.781688365,42,0.42832815,5.0,1283
k13_p3,13,3,probability,3,fixed_seed_probability_3,3,2026090413,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k13_p03_20260904.csv,5236ad01e690c635d6c33873366fcbeeb1007742a8c56ba24226a4419760b4cf,"[""13302"",""13304"",""13309"",""13310"",""13314"",""13318"",""13321"",""13322"",""13324muw"",""13401"",""13406"",""13408"",""13411""]",5d4d649bc4058ffb87227702204f23324a4a5bb6a36b721316257a94d1f41a9f,13,True,66689e2a6e9e638caa55b1cb6145e4a82aebd24acaf731e393fb53534dd8854f,298,12,0.057555419972,6186.11095382,475.854688755,50,0.476179108,3.0,1278
k13_p4,13,4,probability,4,fixed_seed_probability_4,4,2026090413,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k13_p04_20260904.csv,487a42c9527b63f9fa69e58a1c8f0d7bbb3b9609107c0837b936ec906625f1f1,"[""13302"",""13304"",""13306"",""13308"",""13312"",""13314"",""13315"",""13323"",""13326"",""13405"",""13406"",""13409"",""13414""]",dfea3dbdd527d98734f71cf1441e98308e569dd673a13b2cfd7da553aabc5d62,13,True,32e928f4f236e20b5ea92dbc32db02a44eb618368a565bab0c6b2cf1b1c2a5bd,326,13,0.056630486078,6605.44495547,508.111150421,50,0.517687455,3.0,1257
k13_p5,13,5,probability,5,fixed_seed_probability_5,5,2026090413,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k13_p05_20260904.csv,48a4db5e873910148edf8bd6eec41016a2c4e956182939518b8f9896865bddc3,"[""13303"",""13304"",""13306"",""13312"",""13313"",""13315"",""13316uwt"",""13319"",""13324muw"",""13401"",""13402"",""13409"",""13414""]",ec23f31ddc4c03959240b26f8e6c987c20c380a7acaaa332b6b5d43a3f024340,13,True,b90933945faba85431dde9b69f7fe8b04bb3bee16649aa3b74f1139184798049,358,13,0.058557501213,7123.73594625,547.979688173,54,0.461223853,3.0,1277
k13_p6,13,6,probability,6,fixed_seed_probability_6,6,2026090413,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k13_p06_20260904.csv,cf3015827310ca74ce10176a902dbea3f54ee9e304835cc1b41bd2d30fc733c5,"[""13303"",""13306"",""13307"",""13311"",""13312"",""13315"",""13316uwt"",""13318"",""13323"",""13404"",""13408"",""13409"",""13414""]",898a2efd54172bf1a83d236c95d3948f3069748a65b4f31520e81feb528ec0ef,13,True,9a8fe996a7f28d5cdbd5c9213609d9f3fc7044610867438ff1d2fb6a608cd8d2,309,13,0.059870550162,6315.54895594,485.811458149,54,0.572385702,3.0,1241
k13_xgap,13,7,structural,4,tight_gap,172,2026090413,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k13_xgap_20260904.csv,48a8c209ee3ef1ca6391ce08b6cc41310707fb31593ac97e455330b5ff63836c,"[""13301"",""13302"",""13304"",""13307"",""13312"",""13315"",""13316uwt"",""13317"",""13318"",""13319"",""13324t"",""13326"",""13401""]",5fa44fa122206c8e1c5261ca709fd2a0a52fc26d6beb2efd7bb1c9f71e2f40ba,13,True,25265bd808e4749449b2427482ae1d7492ab6f98cef413e0961125aa50901777,384,13,0.071774369017,6420.27195273,493.867073287,50,0.382697332,2.0,1278
k13_xenergy,13,8,structural,3,energy_heavy,193,2026090413,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k13_xenergy_20260904.csv,aa8daf4880c675904370054bb25ce19eb511d257add51990ce6a7338f0645ad1,"[""13301"",""13302"",""13303"",""13304"",""13306"",""13318"",""13322"",""13325"",""13401"",""13402"",""13407"",""13409"",""13411""]",92848635a793ab2a2b344bda7eefbf640767eb0191204cc85f058265ae4f1f64,13,True,58f65bcbcb2997802182354083a8133efa8dee282751bcc36cd11dc9da734d04,385,13,0.052516233766,7952.48194358,611.729380275,54,0.450602565,3.0,1278
k13_xlight,13,9,structural,1,trip_light,287,2026090413,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k13_xlight_20260904.csv,621beb162e89b509c802c754f1a5bf788a5ab9bd9aa40c16de5be972ea4ce116,"[""13306"",""13307"",""13309"",""13311"",""13401"",""13403"",""13406"",""13407"",""13408"",""13409"",""13410"",""13412"",""13414""]",db78774fd154d2517b58eb1100c0f864dc190d0c6b44365d74382a7f1cd2ade8,13,True,a617f5674dfdc6a6cac1ed13a49fd2d111de680ddb938b22a0283aeb23f26c51,208,13,0.048448532144,6725.3809543,517.336996485,30,0.303227828,7.0,1286
k13_xtrip,13,10,structural,2,trip_heavy,428,2026090413,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k13_xtrip_20260904.csv,b747bed3ead4d862aae46f62e78612c9132558a3dd4087079b791ec23b05c24c,"[""13301"",""13302"",""13303"",""13308"",""13309"",""13312"",""13313"",""13315"",""13324muw"",""13325"",""13403"",""13411"",""13414""]",7ae35fd85929c647692cd8dc5faf512ff1e183195d7ecc4182e4de53cddb6077,13,True,92593f81095efee9b2871a693fe619e34b67d7c879ea406b9eabe128af871343,406,13,0.064781365931,7479.52393846,575.347995266,54,0.445125072,3.0,1260
k14_p1,14,1,probability,1,fixed_seed_probability_1,1,2026090414,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k14_p01_20260904.csv,45e7a1647bdd41f8496958fd386b4ba0973682b5c147fb3e04ed74a6818fbc40,"[""13301"",""13305"",""13306"",""13307"",""13314"",""13315"",""13316uwt"",""13319"",""13323"",""13326"",""13401"",""13405"",""13410"",""13413""]",cf4e7c0985a8e8842af225019619c93444e8a8c214d7d7d530fa3d3dad434b64,14,True,b73c690a3742a8ee6337d30f1f7859e400222b7052879efc3696f6ad619b3ec0,290,14,0.063286004057,6105.64096556,436.117211826,36,0.401602024,4.0,1286
k14_p2,14,2,probability,2,fixed_seed_probability_2,2,2026090414,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k14_p02_20260904.csv,6717a179c98fd4f2065348e5183a19dc3415addd674b9c998b2516ff9ceca7bf,"[""13302"",""13309"",""13310"",""13319"",""13321"",""13322"",""13324t"",""13325"",""13401"",""13405"",""13409"",""13410"",""13412"",""13414""]",243a632422a25493727dc7580062fffafc5f0cf7919a599efd1a5c9fdd70fdee,14,True,38f1a1ec5665aeb015ed12469b62f69fc5e65bcb2202eecf07806dd0d1752e94,315,14,0.049438883834,7346.9609439,524.782924564,50,0.481839509,5.0,1286
k14_p3,14,3,probability,3,fixed_seed_probability_3,3,2026090414,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k14_p03_20260904.csv,f9f6fb369730c40236e3acac67fd9e2152e6e9b7f567619dedd03f84de985ea3,"[""13302"",""13306"",""13307"",""13309"",""13315"",""13318"",""13320"",""13326"",""13405"",""13406"",""13410"",""13411"",""13413"",""13414""]",d237d786d113739b37aa1796eaeedc2bdae9cdfe57ba09fb3fc7520af98558a4,14,True,fa1103bdf794bc2346b34cc0d5768aeffa470d56594bbcfabb4cdaeee91cf322,301,14,0.052225913621,6956.27294921,496.876639229,50,0.487738871,5.0,1265
k14_p4,14,4,probability,4,fixed_seed_probability_4,4,2026090414,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k14_p04_20260904.csv,4558ecc3da50c8159e3d60ca504ee80176f4d5435985df64cfb5cf55856deb45,"[""13301"",""13304"",""13305"",""13306"",""13308"",""13312"",""13318"",""13323"",""13325"",""13326"",""13403"",""13408"",""13409"",""13411""]",ec65ed463911506295210c97e7845f57629f835a6c0d658dda9395325def6da3,14,True,1f53ed24c87017b44a94d915caed6d4287873edbf6944544027a34bede65d5a4,370,14,0.05795063356,7366.19794875,526.156996339,46,0.443506843,3.0,1257
k14_p5,14,5,probability,5,fixed_seed_probability_5,5,2026090414,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k14_p05_20260904.csv,562f2dd17e75075ca870f58431508c23ec7d3e250d279e91bbc84f28535a6d56,"[""13302"",""13308"",""13311"",""13314"",""13317"",""13319"",""13320"",""13321"",""13324t"",""13402"",""13406"",""13407"",""13408"",""13410""]",1e82c26cc706127039ae2ecf2b1e39ae31d0110b7b05e7f373d6c0e029b0fb7b,14,True,0777ccfefeab2573c29587756e1852fbbcf74b9c49ba26ef3c378a7aff540c80,305,14,0.051272648835,6991.25094882,499.375067773,50,0.483036619,7.0,1283
k14_p6,14,6,probability,6,fixed_seed_probability_6,6,2026090414,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k14_p06_20260904.csv,3a79ebb0954abe8a30db490505b096ff09c11b76e484c8908d08bab9cd32a8ac,"[""13301"",""13302"",""13305"",""13307"",""13312"",""13317"",""13319"",""13323"",""13324t"",""13325"",""13404"",""13406"",""13409"",""13410""]",5f1a1d67ee191d9b4e96ca9f24d2202c7c49f2b109e88f949dfc39d8b506d906,14,True,1934305b240033cd9f507e2ea86ca0808d2a6b9df0ff830bd2f77ce5902dc762,372,14,0.056806654494,7613.15894234,543.79706731,50,0.492896705,3.0,1268
k14_xlight,14,7,structural,1,trip_light,93,2026090414,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k14_xlight_20260904.csv,7f09c65b1b72604ed2c78bcaa0f43d44bd341ee05df10e230ced34ff82c38a38,"[""13320"",""13321"",""13323"",""13324muw"",""13325"",""13401"",""13403"",""13404"",""13405"",""13406"",""13407"",""13408"",""13409"",""13414""]",9984a121a26dee9eaa817c7c44f818c98cdcf3ecfd48fb70e0b41fec4a13b161,14,True,ddd7cfb8d7412231d77622e330973175b6b750bc61b19e849057db0cb8b24b2d,232,13,0.043327362293,7156.93995296,511.20999664,42,0.47004503,7.0,1275
k14_xgap,14,8,structural,4,tight_gap,325,2026090414,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k14_xgap_20260904.csv,96635df83a5c55cb341b4c8a7129e495f1f1e486fdad8c17c87a6415030d9ed0,"[""13302"",""13304"",""13305"",""13307"",""13310"",""13311"",""13313"",""13318"",""13322"",""13323"",""13324t"",""13325"",""13401"",""13403""]",139cbf1fe8aaa12fe14d484b3910cddf4917485c529027e6b6051b0392c95fa4,14,True,e3e9458469abf668271142e0466b42165f38442077a5458c6a5be1d7dc81cced,360,13,0.071680594243,6501.47393645,464.390995461,50,0.480226284,2.0,1278
k14_xtrip,14,9,structural,2,trip_heavy,362,2026090414,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k14_xtrip_20260904.csv,ff6b2cd1ee4f3ab3f44cc32168c2f1db8fd8fc6088961ded193f5d17ee95bf21,"[""13301"",""13302"",""13304"",""13305"",""13306"",""13310"",""13312"",""13315"",""13316m"",""13317"",""13318"",""13322"",""13410"",""13412""]",85169613a278e1ef4c1acb08387921a3abdbbba19372c1e0b5f9b91abfbc2263,14,True,b63fb7e5c253cf948cc488c9fe1287a920ca52c89a0831bfb08545aeb7cef0b3,433,14,0.068257634077,7517.88894468,536.992067477,50,0.316194875,3.0,1268
k14_xenergy,14,10,structural,3,energy_heavy,444,2026090414,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k14_xenergy_20260904.csv,d86677d03423acb9b2a49f5d7a212bd8fa4ce4ca0fba9e92b4c2c55d8df04e15,"[""13301"",""13302"",""13303"",""13308"",""13313"",""13318"",""13401"",""13403"",""13404"",""13405"",""13406"",""13407"",""13410"",""13412""]",658a8acc74d79b2b77ff8fc0ad69e2e9ad121f6728a5b7677406d8e4ce088c90,14,True,f30f482a54523f7edbb46607592bc47fc72cfcf0ad6a980d47a888b6fce1f788,358,14,0.044348465643,8746.55693364,624.754066689,54,0.544026236,7.0,1286
k15_p1,15,1,probability,1,fixed_seed_probability_1,1,2026090415,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k15_p01_20260904.csv,c4017e4b36ddaf61999e36af1c83b07b76be2791be37bc6d6d04d7033d7bd130,"[""13302"",""13303"",""13307"",""13311"",""13314"",""13315"",""13317"",""13318"",""13320"",""13321"",""13324muw"",""13326"",""13401"",""13406"",""13413""]",b202f6fe9e4329cb05367a4a8567867e3005cfe06f82d9ed10a4fe3e16e331c5,15,True,d89ed98a96ff833aa768b52fa7907122d0d55e1340ce58656b812d2bb70d410b,367,15,0.064352823811,6899.09295057,459.939530038,54,0.534754595,3.0,1278
k15_p2,15,2,probability,2,fixed_seed_probability_2,2,2026090415,data/scale_ladder/instances/threshold_11_15_20260904/Practice_Custom_DutyUnion_k15_p02_20260904.csv,e984d348f68416ac3a51a63a7b0b353b0c7672e005e2e08273fd874303b6d1d8,"[""13301"",""13305"",""13307"",""13308"",""13312"",""13317"",""13322"",""13323"",""13325"",""13326"",""13401"",""13406"",""13407"",""13410"",""13411""]",e331f4a7302b5bfec5828089c367b6aa29cd2bf9a1c2d18e8d400ef1d58f6a4c,15,True,c541e6018cbbdea4a529f6ec7b4c2843a1dcdbbaab17d14370576a0030ba28b2,364,15,0.055444555445,7709.01294883,513.934196589,46,0.479267671,4.0,1286
