campaign_id,family,root,row_count,workflow_job_ids,report_links
supplemental:chain2_recovery_retry2_manifest,supplemental_audit,unknown,1,"[""15687"",""37532"",""37533"",""37534"",""949704"",""949705"",""949706""]",[]
supplemental:chain2_recovery_retry2_submission,supplemental_audit,unknown,1,"[""37583"",""37584"",""37585""]",[]
supplemental:chain2_recovery_submission,supplemental_audit,unknown,1,"[""37532"",""37533"",""37534""]",[]
supplemental:completed_parent_validation,supplemental_audit,unknown,1,[],[]
targeted_audit:april_source_replay,targeted_audit,/home/nc437/ladder-lite/april175_replay_20260909,4,"[""653567""]",[]
targeted_audit:full_cache_witness,targeted_audit,/home/nc437/ladder-lite/full_cache_witness_audit_20260909_1745,12,[],[]
targeted_audit:legacy_full_cache_witness,targeted_audit,/home/nc437/ladder-lite/full_cache_witness_legacy175_20260909_1755,4,[],[]
terminal_energy_fair,matched_terminal_energy,/home/nc437/ladder-lite/terminal_energy_fair_20260910_2424369,9,"[""778801"",""778802""]",[]
terminal_energy_fair_mip_retry_5cdb813,production_or_historical,/home/nc437/ladder-lite/terminal_energy_fair_mip_retry_5cdb813_20260910,14,"[""778802"",""810459""]",[]
w2_k14_import_fix_20260912,production_or_historical,/home/nc437/ladder-lite/w2_k14_import_fix_20260912,4,"[""15687"",""949701"",""949703"",""949704"",""949705"",""949706""]",[]
warm_chain_p3_k2_10,production_or_historical,/home/nc437/ladder-lite/nested_warm_chain_p3_k2_10_20260909_8830a34,56,"[""676119"",""679879"",""679893"",""679894"",""679895"",""679896"",""679897"",""679898"",""679899"",""679900"",""679901"",""679933"",""679934"",""679935"",""679936"",""679937"",""679938"",""679939"",""679940"",""679941"",""679942"",""679943"",""679944"",""679945"",""679946"",""679947"",""679948"",""679949"",""679950"",""679993"",""687063"",""687297"",""687298"",""687299"",""687300"",""687301"",""687302"",""687303"",""687304"",""687305"",""687306"",""687307"",""687308"",""687309"",""687310""]",[]
warm_chain_p5_k2_10,production_or_historical,/home/nc437/ladder-lite/nested_warm_chain_p5_k2_10_20260910_ecb60c1,64,"[""779026"",""779027"",""779028"",""779030"",""779031"",""779032"",""779033"",""779034"",""779035"",""779056"",""779057"",""779058"",""779059"",""779060"",""779061"",""779062"",""779063"",""779064"",""779065"",""779066"",""779067"",""779068"",""779069"",""779070"",""779071"",""779072"",""779073""]",[]
warm_multichain_p1246,production_or_historical,/home/nc437/ladder-lite/nested_warm_multichain_p1246_k2_10_20260910_ecb60c1,240,"[""810283"",""810285"",""810287"",""810289"",""810291"",""810293"",""810296"",""810319"",""810320"",""810323"",""810324"",""810325"",""810328"",""810329"",""810330"",""810331"",""810332"",""810333"",""810335"",""810336"",""810337"",""810338"",""810339"",""810340"",""810341"",""810342"",""810344"",""810345"",""810346"",""810347"",""810348"",""810349"",""810350"",""810351"",""810353"",""810354"",""810931"",""810933"",""810944"",""810945"",""810946"",""810947"",""810948"",""810949"",""810950"",""810951"",""810952"",""810953"",""810954"",""810955"",""810956"",""810957"",""810958"",""810959"",""810960"",""810961"",""810962"",""810963"",""810964"",""810965"",""810966"",""810967"",""810968"",""810969"",""810970"",""810971"",""810972"",""810973"",""810974"",""810975"",""810976"",""810977"",""810978"",""810979"",""810980"",""810981"",""810982"",""810983"",""810984"",""810985"",""810986"",""810987"",""810988"",""810989"",""810990"",""810991"",""810992"",""810993"",""810994"",""810995"",""810996"",""810997"",""810998"",""810999"",""811001"",""811002"",""811003"",""811004"",""811005"",""811006"",""811007"",""811008"",""811009"",""811010"",""811011"",""811012"",""811013"",""811014""]",[]
