Identifier,From1,Start1,End1,To1,Distance1,Usage kWh,count_trip_id,Ordered_Trip_ID
Regular,PC_7,6:17,6:34,JON_B,5.137,10.2790003,51,775
Regular,GMV_H,6:23,6:47,PC_7,9.153,18.3059998,52,577
Regular,13421,6:25,6:43,6480,10.809,21.618,53,203
Regular,JON_A,6:25,6:37,PC_7,5.133,10.2659998,54,776
Regular,4808,6:26,7:20,2190,21.25,42.5,55,17
Regular,PC_3,6:27,6:43,13329,4.783,9.5710001,56,690
Regular,PC_9,6:27,6:42,JON_B,6.191,12.3870001,57,887
Regular,2190,6:28,7:24,4808,20.865,41.7299995,58,18
Regular,PC_7,6:30,6:54,GMV_G,9.319,18.6380005,59,579
Regular,HED_D,6:33,6:57,PC_5,9.931,19.8619995,60,368
Regular,JON_A,6:33,6:47,PC_9,6.171,12.342,61,888
Regular,4808,6:34,7:31,2190,21.25,42.5,62,19
Regular,ÖS_H,6:34,6:57,PC_6,8.205,16.4099998,63,494
Regular,HED_D,6:37,7:07,PC_10,10.664,21.3279991,64,232
Regular,PC_5,6:37,7:09,HED_E,10.088,20.1809998,65,369
Regular,PC_7,6:37,6:54,JON_B,5.137,10.2790003,66,777
Regular,13329,6:40,7:00,6480,11.706,23.4120007,67,214
Regular,4808,6:42,7:40,2190,21.25,42.5,68,21
Regular,GMV_H,6:43,7:07,PC_7,9.153,18.3059998,69,580
Regular,13329,6:45,6:57,PC_3,4.645,9.28999996,70,691
Regular,JON_A,6:45,6:57,PC_7,5.133,10.2659998,71,778
Regular,PC_10,6:47,7:23,HED_E,11.168,22.3409996,72,233
Regular,PC_5,6:47,7:19,HED_E,10.088,20.1809998,73,370
Regular,PC_9,6:47,7:02,JON_B,6.191,12.3870001,74,889
Regular,2190,6:48,7:45,4808,20.865,41.7299995,75,22
Regular,PC_7,6:50,7:14,GMV_G,9.319,18.6380005,76,581
Regular,4808,6:51,7:49,2190,21.25,42.5,77,23
Regular,HED_D,6:53,7:17,PC_5,9.931,19.8619995,78,371
Regular,JON_A,6:53,7:07,PC_9,6.171,12.342,79,890
Regular,13421,6:55,7:13,6480,10.809,21.618,80,204
Regular,HED_D,6:57,7:27,PC_10,10.664,21.3279991,81,234
Regular,PC_5,6:57,7:29,HED_E,10.088,20.1809998,82,372
Regular,PC_6,6:57,7:24,ÖS_J,8.581,17.1669998,83,495
Regular,PC_3,6:57,7:13,13329,4.783,9.5710001,84,692
Regular,PC_7,6:57,7:14,JON_B,5.137,10.2790003,85,779
Regular,2190,6:58,7:56,4808,20.865,41.7299995,86,24
Regular,GMV_H,7:00,7:27,PC_7,9.153,18.3059998,87,583
Regular,4808,7:01,8:01,2190,21.25,42.5,88,25
Regular,JON_A,7:05,7:17,PC_7,5.133,10.2659998,89,780
Regular,PC_10,7:07,7:44,HED_E,11.168,22.3409996,90,236
Regular,PC_5,7:07,7:39,HED_E,10.088,20.1809998,91,373
Regular,PC_9,7:07,7:22,JON_B,6.191,12.3870001,92,891
Regular,13329,7:10,7:31,6480,11.706,23.4120007,93,215
Regular,HED_D,7:10,7:37,PC_5,9.931,19.8619995,94,374
Regular,PC_7,7:10,7:34,GMV_G,9.319,18.6380005,95,584
Regular,4808,7:11,8:11,2190,21.25,42.5,96,27
Regular,JON_A,7:13,7:27,PC_9,6.171,12.342,97,892
Regular,13329,7:15,7:27,PC_3,4.645,9.28999996,98,693
Regular,HED_D,7:17,7:47,PC_10,10.664,21.3279991,99,237
Regular,PC_10,7:17,7:54,HED_E,11.168,22.3409996,100,239
Regular,PC_5,7:17,7:50,HED_E,10.088,20.1809998,101,375
Regular,PC_7,7:17,7:34,JON_B,5.137,10.2790003,102,781
Regular,2190,7:20,8:19,4808,20.865,41.7299995,103,28
Regular,GMV_H,7:20,7:47,PC_7,9.153,18.3059998,104,585
Regular,13311,7:21,7:27,PC_7,1.938,3.87599993,105,782
Regular,3127,7:22,7:36,13215,9.735,19.4699993,106,240
Regular,13421,7:25,7:44,6480,10.809,21.618,107,205
Regular,JON_A,7:25,7:37,PC_7,5.133,10.2659998,108,783
Regular,PC_10,7:27,8:04,HED_E,11.168,22.3409996,109,242
Regular,PC_5,7:27,8:01,HED_E,10.088,20.1809998,110,376
Regular,PC_6,7:27,7:54,ÖS_J,8.581,17.1669998,111,497
Regular,PC_9,7:27,7:42,JON_B,6.191,12.3870001,112,893
Regular,2190,7:29,8:29,4808,20.865,41.7299995,113,30
Regular,HED_D,7:30,7:57,PC_5,9.931,19.8619995,114,377
Regular,PC_7,7:30,7:54,GMV_G,9.319,18.6380005,115,586
Regular,4808,7:31,8:31,2190,21.25,42.5,116,31
Regular,JON_A,7:33,7:47,PC_9,6.171,12.342,117,894
Regular,ÖS_H,7:34,7:57,PC_6,8.205,16.4099998,118,498
Regular,HED_D,7:37,8:07,PC_10,10.664,21.3279991,119,243
Regular,PC_5,7:37,8:11,HED_E,10.088,20.1809998,120,378
Regular,PC_7,7:37,7:54,JON_B,5.137,10.2790003,121,784
Regular,2190,7:39,8:39,4808,20.865,41.7299995,122,32
Regular,13329,7:40,8:01,6480,11.706,23.4120007,123,216
Regular,GMV_H,7:40,8:07,PC_7,9.153,18.3059998,124,587
Regular,PC_9,7:40,7:45,13722,2.59,5.17999983,125,895
Regular,13311,7:41,7:47,PC_7,1.938,3.87599993,126,785
Regular,JON_A,7:45,7:57,PC_7,5.133,10.2659998,127,786
Regular,3127,7:46,8:00,13215,9.735,19.4699993,128,245
Regular,PC_10,7:47,8:24,HED_E,11.168,22.3409996,129,246
Regular,PC_5,7:47,8:20,HED_E,10.088,20.1809998,130,379
Regular,13722,7:47,7:52,PC_9,2.518,5.03599977,131,896
Regular,PC_9,7:47,8:02,JON_B,6.191,12.3870001,132,897
Regular,2190,7:49,8:49,4808,20.865,41.7299995,133,34
Regular,HED_D,7:50,8:17,PC_5,9.931,19.8619995,134,380
Regular,PC_7,7:50,8:14,GMV_G,9.319,18.6380005,135,588
Regular,4808,7:52,8:52,2190,21.25,42.5,136,35
Regular,3127,7:53,8:07,13215,9.735,19.4699993,137,247
Regular,JON_A,7:53,8:07,PC_9,6.171,12.342,138,898
Regular,13421,7:55,8:14,6480,10.809,21.618,139,206
Regular,PC_10,7:57,8:34,HED_E,11.168,22.3409996,140,248
Regular,HED_D,7:57,8:27,PC_10,10.664,21.3279991,141,250
Regular,PC_5,7:57,8:30,HED_E,10.088,20.1809998,142,381
Regular,PC_3,7:57,8:13,13329,4.783,9.5710001,143,696
Regular,PC_7,7:57,8:14,JON_B,5.137,10.2790003,144,787
Regular,2190,8:00,8:59,4808,20.865,41.7299995,145,36
Regular,GMV_H,8:00,8:27,PC_7,9.153,18.3059998,146,589
Regular,4808,8:03,9:03,2190,21.25,42.5,147,37
Regular,ÖS_H,8:04,8:27,PC_6,8.205,16.4099998,148,500
Regular,JON_A,8:05,8:17,PC_7,5.133,10.2659998,149,788
Regular,PC_10,8:07,8:43,HED_E,11.168,22.3409996,150,251
Regular,PC_5,8:07,8:40,HED_E,10.088,20.1809998,151,382
Regular,PC_9,8:07,8:22,JON_B,6.191,12.3870001,152,899
Regular,2190,8:09,9:09,4808,20.865,41.7299995,153,38
Regular,13329,8:10,8:30,6480,11.706,23.4120007,154,217
Regular,PC_7,8:10,8:34,GMV_G,9.319,18.6380005,155,590
Regular,HED_D,8:12,8:37,PC_5,9.931,19.8619995,156,383
Regular,3127,8:13,8:27,13215,9.735,19.4699993,157,252
Regular,JON_A,8:13,8:27,PC_9,6.171,12.342,158,900
Regular,13329,8:15,8:27,PC_3,4.645,9.28999996,159,697
Regular,PC_5,8:17,8:49,HED_E,10.088,20.1809998,160,384
Regular,PC_7,8:17,8:34,JON_B,5.137,10.2790003,161,789
Regular,2190,8:20,9:19,4808,20.865,41.7299995,162,40
Regular,GMV_H,8:20,8:47,PC_7,9.153,18.3059998,163,591
Regular,13421,8:25,8:43,6480,10.809,21.618,164,207
Regular,JON_A,8:25,8:37,PC_7,5.133,10.2659998,165,790
Regular,4808,8:26,9:24,2190,21.25,42.5,166,41
Regular,PC_10,8:27,9:03,HED_E,11.168,22.3409996,167,254
Regular,PC_5,8:27,8:59,HED_E,10.088,20.1809998,168,385
Regular,PC_6,8:27,8:54,ÖS_J,8.581,17.1669998,169,501
Regular,PC_3,8:27,8:43,13329,4.783,9.5710001,170,698
Regular,PC_9,8:27,8:42,JON_B,6.191,12.3870001,171,901
Regular,2190,8:30,9:29,4808,20.865,41.7299995,172,42
Regular,PC_7,8:30,8:54,GMV_G,9.319,18.6380005,173,593
Regular,HED_D,8:32,8:57,PC_5,9.931,19.8619995,174,386
Regular,JON_A,8:33,8:47,PC_9,6.171,12.342,175,902
Regular,4808,8:36,9:33,2190,21.25,42.5,176,43
Regular,PC_5,8:37,9:08,HED_E,10.088,20.1809998,177,387
Regular,PC_7,8:37,8:54,JON_B,5.137,10.2790003,178,791
Regular,13329,8:40,8:59,6480,11.706,23.4120007,179,218
Regular,GMV_H,8:40,9:07,PC_7,9.153,18.3059998,180,594
Regular,13329,8:45,8:57,PC_3,4.645,9.28999996,181,699
Regular,JON_A,8:45,8:57,PC_7,5.133,10.2659998,182,792
Regular,4808,8:46,9:42,2190,21.25,42.5,183,45
Regular,HED_D,8:47,9:17,PC_10,10.664,21.3279991,184,255
Regular,PC_9,8:47,9:02,JON_B,6.191,12.3870001,185,904
Regular,2190,8:50,9:49,4808,20.865,41.7299995,186,46
Regular,PC_7,8:50,9:14,GMV_G,9.319,18.6380005,187,595
Regular,HED_D,8:52,9:17,PC_5,9.931,19.8619995,188,388
Regular,4808,8:56,9:52,2190,21.25,42.5,189,47
Regular,PC_6,8:57,9:23,ÖS_J,8.581,17.1669998,190,503
Regular,PC_3,8:57,9:13,13329,4.783,9.5710001,191,700
Regular,PC_7,8:57,9:14,JON_B,5.137,10.2790003,192,793
Regular,GMV_H,9:02,9:27,PC_7,9.153,18.3059998,193,597
Regular,JON_A,9:03,9:17,PC_9,6.171,12.342,194,906
Regular,ÖS_H,9:05,9:27,PC_6,8.205,16.4099998,195,504
Regular,JON_A,9:05,9:17,PC_7,5.133,10.2659998,196,794
Regular,4808,9:06,10:02,2190,21.25,42.5,197,49
Regular,2190,9:09,10:07,4808,20.865,41.7299995,198,50
Regular,PC_7,9:10,9:34,GMV_G,9.319,18.6380005,199,598
Regular,HED_D,9:12,9:37,PC_5,9.931,19.8619995,200,390
Regular,13329,9:15,9:27,PC_3,4.645,9.28999996,201,701
Regular,4808,9:16,10:11,2190,21.25,42.5,202,51
Regular,PC_10,9:17,9:53,HED_E,11.168,22.3409996,203,257
Regular,PC_5,9:17,9:48,HED_E,10.088,20.1809998,204,391
Regular,PC_7,9:17,9:34,JON_B,5.137,10.2790003,205,795
Regular,PC_9,9:17,9:32,JON_B,6.191,12.3870001,206,907
Regular,HED_D,9:18,9:47,PC_10,10.664,21.3279991,207,258
Regular,GMV_H,9:22,9:47,PC_7,9.153,18.3059998,208,599
Regular,JON_A,9:25,9:37,PC_7,5.133,10.2659998,209,796
Regular,4808,9:26,10:21,2190,21.25,42.5,210,53
Regular,PC_6,9:27,9:53,ÖS_J,8.581,17.1669998,211,506
Regular,PC_3,9:27,9:43,13329,4.783,9.5710001,212,702
Regular,2190,9:30,10:27,4808,20.865,41.7299995,213,54
Regular,PC_7,9:30,9:54,GMV_G,9.319,18.6380005,214,600
Regular,JON_A,9:34,9:47,PC_9,6.171,12.342,215,908
Regular,ÖS_H,9:35,9:57,PC_6,8.205,16.4099998,216,507
Regular,4808,9:36,10:31,2190,21.25,42.5,217,55
Regular,PC_5,9:37,10:08,HED_E,10.088,20.1809998,218,393
Regular,PC_7,9:37,9:54,JON_B,5.137,10.2790003,219,797
Regular,2190,9:40,10:37,4808,20.865,41.7299995,220,56
Regular,GMV_H,9:42,10:07,PC_7,9.153,18.3059998,221,601
Regular,13329,9:45,9:57,PC_3,4.645,9.28999996,222,703
Regular,JON_A,9:45,9:57,PC_7,5.133,10.2659998,223,798
Regular,PC_10,9:47,10:23,HED_E,11.168,22.3409996,224,259
Regular,PC_9,9:47,10:02,JON_B,6.191,12.3870001,225,909
Regular,2190,9:50,10:47,4808,20.865,41.7299995,226,58
Regular,PC_7,9:50,10:14,GMV_G,9.319,18.6380005,227,602
Regular,HED_D,9:53,10:17,PC_5,9.931,19.8619995,228,394
Regular,4808,9:54,10:49,2190,21.25,42.5,229,59
Regular,PC_5,9:57,10:28,HED_E,10.088,20.1809998,230,395
Regular,PC_6,9:57,10:23,ÖS_J,8.581,17.1669998,231,508
Regular,PC_3,9:57,10:13,13329,4.783,9.5710001,232,704
Regular,2190,10:00,10:57,4808,20.865,41.7299995,233,60
Regular,GMV_H,10:02,10:27,PC_7,9.153,18.3059998,234,603
Regular,JON_A,10:04,10:17,PC_9,6.171,12.342,235,910
Regular,ÖS_H,10:05,10:27,PC_6,8.205,16.4099998,236,510
Regular,JON_A,10:05,10:17,PC_7,5.133,10.2659998,237,800
Regular,2190,10:10,11:07,4808,20.865,41.7299995,238,62
Regular,PC_7,10:10,10:34,GMV_G,9.319,18.6380005,239,604
Regular,HED_D,10:13,10:37,PC_5,9.931,19.8619995,240,396
Regular,4808,10:14,11:09,2190,21.25,42.5,241,63
Regular,13329,10:15,10:27,PC_3,4.645,9.28999996,242,705
Regular,PC_10,10:17,10:53,HED_E,11.168,22.3409996,243,261
Regular,PC_7,10:17,10:34,JON_B,5.137,10.2790003,244,801
Regular,PC_9,10:17,10:32,JON_B,6.191,12.3870001,245,911
Regular,HED_D,10:18,10:47,PC_10,10.664,21.3279991,246,262
Regular,2190,10:20,11:17,4808,20.865,41.7299995,247,64
Regular,GMV_H,10:22,10:47,PC_7,9.153,18.3059998,248,605
Regular,PC_6,10:27,10:53,ÖS_J,8.581,17.1669998,249,511
Regular,PC_3,10:27,10:43,13329,4.783,9.5710001,250,707
Regular,2190,10:30,11:27,4808,20.865,41.7299995,251,66
Regular,PC_7,10:30,10:54,GMV_G,9.319,18.6380005,252,606
Regular,HED_D,10:33,10:57,PC_5,9.931,19.8619995,253,398
Regular,4808,10:34,11:29,2190,21.25,42.5,254,67
Regular,JON_A,10:34,10:47,PC_9,6.171,12.342,255,912
Regular,ÖS_H,10:35,10:57,PC_6,8.205,16.4099998,256,512
Regular,PC_5,10:37,11:08,HED_E,10.088,20.1809998,257,399
Regular,2190,10:40,11:37,4808,20.865,41.7299995,258,68
Regular,GMV_H,10:42,11:07,PC_7,9.153,18.3059998,259,607
Regular,4808,10:44,11:39,2190,21.25,42.5,260,69
Regular,13329,10:45,10:57,PC_3,4.645,9.28999996,261,709
Regular,JON_A,10:45,10:57,PC_7,5.133,10.2659998,262,804
Regular,PC_10,10:47,11:23,HED_E,11.168,22.3409996,263,263
Regular,PC_9,10:47,11:02,JON_B,6.191,12.3870001,264,913
Regular,HED_D,10:48,11:17,PC_10,10.664,21.3279991,265,264
Regular,PC_7,10:50,11:14,GMV_G,9.319,18.6380005,266,608
Regular,4808,10:54,11:49,2190,21.25,42.5,267,71
Regular,PC_5,10:57,11:28,HED_E,10.088,20.1809998,268,401
Regular,PC_6,10:57,11:23,ÖS_J,8.581,17.1669998,269,514
Regular,PC_3,10:57,11:13,13329,4.783,9.5710001,270,710
Regular,PC_7,10:57,11:14,JON_B,5.137,10.2790003,271,805
Regular,2190,10:59,11:57,4808,20.865,41.7299995,272,72
Regular,GMV_H,11:02,11:27,PC_7,9.153,18.3059998,273,609
Regular,4808,11:04,11:59,2190,21.25,42.5,274,73
Regular,ÖS_H,11:05,11:27,PC_6,8.205,16.4099998,275,515
Regular,JON_A,11:05,11:17,PC_7,5.133,10.2659998,276,806
Regular,PC_7,11:10,11:34,GMV_G,9.319,18.6380005,277,611
Regular,HED_D,11:12,11:37,PC_5,9.931,19.8619995,278,402
Regular,4808,11:14,12:09,2190,21.25,42.5,279,75
Regular,13329,11:15,11:27,PC_3,4.645,9.28999996,280,711
Regular,PC_5,11:17,11:48,HED_E,10.088,20.1809998,281,403
Regular,PC_9,11:17,11:32,JON_B,6.191,12.3870001,282,915
Regular,HED_D,11:18,11:47,PC_10,10.664,21.3279991,283,266
Regular,2190,11:19,12:17,4808,20.865,41.7299995,284,76
Regular,GMV_H,11:22,11:47,PC_7,9.153,18.3059998,285,612
Regular,4808,11:24,12:19,2190,21.25,42.5,286,77
Regular,JON_A,11:25,11:37,PC_7,5.133,10.2659998,287,808
Regular,PC_6,11:27,11:53,ÖS_J,8.581,17.1669998,288,516
Regular,PC_3,11:27,11:43,13329,4.783,9.5710001,289,712
Regular,PC_7,11:30,11:54,GMV_G,9.319,18.6380005,290,613
Regular,HED_D,11:32,11:57,PC_5,9.931,19.8619995,291,404
Regular,4808,11:34,12:29,2190,21.25,42.5,292,79
Regular,JON_A,11:34,11:47,PC_9,6.171,12.342,293,916
Regular,ÖS_H,11:35,11:57,PC_6,8.205,16.4099998,294,518
Regular,PC_5,11:37,12:08,HED_E,10.088,20.1809998,295,405
Regular,PC_7,11:37,11:54,JON_B,5.137,10.2790003,296,809
Regular,2190,11:39,12:37,4808,20.865,41.7299995,297,80
Regular,GMV_H,11:42,12:07,PC_7,9.153,18.3059998,298,615
Regular,4808,11:44,12:39,2190,21.25,42.5,299,81
Regular,13329,11:45,11:57,PC_3,4.645,9.28999996,300,713
Regular,PC_10,11:47,12:22,HED_E,11.168,22.3409996,301,267
Regular,PC_9,11:47,12:02,JON_B,6.191,12.3870001,302,917
Regular,HED_D,11:48,12:17,PC_10,10.664,21.3279991,303,268
Regular,2190,11:49,12:47,4808,20.865,41.7299995,304,82
Regular,PC_7,11:50,12:14,GMV_G,9.319,18.6380005,305,616
Regular,HED_D,11:52,12:17,PC_5,9.931,19.8619995,306,406
Regular,PC_5,11:57,12:28,HED_E,10.088,20.1809998,307,408
Regular,PC_6,11:57,12:23,ÖS_J,8.581,17.1669998,308,519
Regular,PC_7,11:57,12:14,JON_B,5.137,10.2790003,309,811
Regular,2190,11:59,12:57,4808,20.865,41.7299995,310,84
Regular,GMV_H,12:02,12:27,PC_7,9.153,18.3059998,311,617
Regular,4808,12:04,12:59,2190,21.25,42.5,312,85
Regular,JON_A,12:04,12:17,PC_9,6.171,12.342,313,918
Regular,ÖS_H,12:05,12:27,PC_6,8.205,16.4099998,314,520
Regular,JON_A,12:05,12:17,PC_7,5.133,10.2659998,315,812
Regular,2190,12:09,13:07,4808,20.865,41.7299995,316,86
Regular,PC_7,12:10,12:34,GMV_G,9.319,18.6380005,317,619
Regular,HED_D,12:12,12:37,PC_5,9.931,19.8619995,318,409
Regular,PC_10,12:17,12:52,HED_E,11.168,22.3409996,319,270
Regular,PC_5,12:17,12:48,HED_E,10.088,20.1809998,320,410
Regular,PC_7,12:17,12:34,JON_B,5.137,10.2790003,321,813
Regular,PC_9,12:17,12:32,JON_B,6.191,12.3870001,322,919
Regular,2190,12:19,13:17,4808,20.865,41.7299995,323,88
Regular,GMV_H,12:22,12:47,PC_7,9.153,18.3059998,324,620
Regular,4808,12:24,13:20,2190,21.25,42.5,325,89
Regular,JON_A,12:25,12:37,PC_7,5.133,10.2659998,326,814
Regular,PC_3,12:27,12:43,13329,4.783,9.5710001,327,716
Regular,2190,12:29,13:27,4808,20.865,41.7299995,328,90
Regular,PC_7,12:30,12:54,GMV_G,9.319,18.6380005,329,621
Regular,HED_D,12:32,12:57,PC_5,9.931,19.8619995,330,412
Regular,JON_A,12:34,12:47,PC_9,6.171,12.342,331,920
Regular,ÖS_H,12:35,12:57,PC_6,8.205,16.4099998,332,522
Regular,HED_D,12:37,13:07,PC_10,10.664,21.3279991,333,271
Regular,PC_5,12:37,13:08,HED_E,10.088,20.1809998,334,413
Regular,PC_7,12:37,12:54,JON_B,5.137,10.2790003,335,815
Regular,2190,12:39,13:37,4808,20.865,41.7299995,336,92
Regular,GMV_H,12:42,13:07,PC_7,9.153,18.3059998,337,623
Regular,4808,12:44,13:40,2190,21.25,42.5,338,93
Regular,13329,12:45,12:57,PC_3,4.645,9.28999996,339,717
Regular,JON_A,12:45,12:57,PC_7,5.133,10.2659998,340,816
Regular,PC_9,12:47,13:02,JON_B,6.191,12.3870001,341,921
Regular,2190,12:49,13:47,4808,20.865,41.7299995,342,94
Regular,PC_7,12:50,13:14,GMV_G,9.319,18.6380005,343,624
Regular,HED_D,12:52,13:17,PC_5,9.931,19.8619995,344,414
Regular,4808,12:54,13:50,2190,21.25,42.5,345,95
Regular,JON_A,12:54,13:07,PC_9,6.171,12.342,346,922
Regular,HED_D,12:57,13:27,PC_10,10.664,21.3279991,347,273
Regular,PC_5,12:57,13:28,HED_E,10.088,20.1809998,348,415
Regular,PC_6,12:57,13:23,ÖS_J,8.581,17.1669998,349,523
Regular,PC_3,12:57,13:13,13329,4.783,9.5710001,350,718
Regular,PC_7,12:57,13:14,JON_B,5.137,10.2790003,351,817
Regular,GMV_H,13:02,13:27,PC_7,9.153,18.3059998,352,625
Regular,4808,13:04,14:00,2190,21.25,42.5,353,97
Regular,JON_A,13:05,13:17,PC_7,5.133,10.2659998,354,818
Regular,PC_10,13:07,13:42,HED_E,11.168,22.3409996,355,275
Regular,PC_9,13:07,13:22,JON_B,6.191,12.3870001,356,923
Regular,PC_7,13:10,13:34,GMV_G,9.319,18.6380005,357,626
Regular,2190,13:11,14:09,4808,20.865,41.7299995,358,98
Regular,HED_D,13:12,13:37,PC_5,9.931,19.8619995,359,416
Regular,4808,13:14,14:10,2190,21.25,42.5,360,99
Regular,JON_A,13:14,13:27,PC_9,6.171,12.342,361,924
Regular,13329,13:15,13:27,PC_3,4.645,9.28999996,362,719
Regular,HED_D,13:17,13:47,PC_10,10.664,21.3279991,363,276
Regular,PC_5,13:17,13:48,HED_E,10.088,20.1809998,364,417
Regular,PC_7,13:17,13:34,JON_B,5.137,10.2790003,365,819
Regular,2190,13:20,14:19,4808,20.865,41.7299995,366,100
Regular,GMV_H,13:22,13:47,PC_7,9.153,18.3059998,367,627
Regular,4808,13:24,14:20,2190,21.25,42.5,368,101
Regular,JON_A,13:25,13:37,PC_7,5.133,10.2659998,369,820
Regular,PC_6,13:27,13:53,ÖS_J,8.581,17.1669998,370,525
Regular,PC_3,13:27,13:43,13329,4.783,9.5710001,371,720
Regular,PC_9,13:27,13:42,JON_B,6.191,12.3870001,372,925
Regular,2190,13:30,14:29,4808,20.865,41.7299995,373,102
Regular,HED_D,13:30,13:57,PC_5,9.931,19.8619995,374,418
Regular,PC_7,13:30,13:55,GMV_G,9.319,18.6380005,375,628
Regular,4808,13:34,14:30,2190,21.25,42.5,376,103
Regular,JON_A,13:34,13:47,PC_9,6.171,12.342,377,926
Regular,ÖS_H,13:35,13:57,PC_6,8.205,16.4099998,378,526
Regular,PC_5,13:37,14:08,HED_E,10.088,20.1809998,379,419
Regular,PC_7,13:37,13:54,JON_B,5.137,10.2790003,380,821
Regular,GMV_H,13:42,14:07,PC_7,9.153,18.3059998,381,629
Regular,4808,13:44,14:40,2190,21.25,42.5,382,105
Regular,13329,13:45,13:57,PC_7,4.645,9.28999996,383,721
Regular,JON_A,13:45,13:57,PC_7,5.133,10.2659998,384,822
Regular,PC_10,13:47,14:22,HED_E,11.168,22.3409996,385,279
Regular,PC_9,13:47,14:02,JON_B,6.191,12.3870001,386,927
Regular,2190,13:50,14:49,4808,20.865,41.7299995,387,106
Regular,HED_D,13:50,14:17,PC_5,9.931,19.8619995,388,420
Regular,PC_7,13:50,14:15,GMV_G,9.319,18.6380005,389,630
Regular,4808,13:54,14:50,2190,21.25,42.5,390,107
Regular,JON_A,13:54,14:07,PC_9,6.171,12.342,391,928
Regular,HED_D,13:56,14:27,PC_10,10.664,21.3279991,392,281
Regular,PC_5,13:57,14:28,HED_E,10.088,20.1809998,393,421
Regular,PC_6,13:57,14:24,ÖS_J,8.581,17.1669998,394,527
Regular,PC_3,13:57,14:13,13329,4.783,9.5710001,395,722
Regular,PC_7,13:57,14:14,JON_B,5.137,10.2790003,396,823
Regular,GMV_H,14:02,14:27,PC_7,9.153,18.3059998,397,631
Regular,ÖS_H,14:05,14:27,PC_6,8.205,16.4099998,398,528
