scale,selection_replicate,cg_replicates,target_fleet,relative_path,instance_file_sha256,trip_count,ordered_trip_id_set_sha256,solver_local_trip_index_sha256,ordered_trip_sequence_sha256,trip_identity_schema,duty_count,duties_json,duty_set_sha256,generator_seed,generator_family,weekday_variant_policy,reused_frozen_input
8,2,1,8,data/tariff_response/frozen_instances/Practice_Custom_DutyUnion_k08_r2.csv,0d368920af0c5b14e0907b85977a9f72163a0cea6431c206f992e89aa31eb27f,183,13aa5dd1ae4976336d665d36bab0f99b9a15a61f41839c1ff19aa38e81362416,fa0eeb4484d3630ee8a9baae615cf00401cf0a1761732828811562466adad528,6996ef1e521579b02cece1a278a94cfcb55880b8ceaac7a369846acb2068325d,evsp-dr-trip-identity-v1,8,"[""13304"",""13305"",""13309"",""13314"",""13316uwt"",""13322"",""13403"",""13407""]",49da175914a4d0566bbad753f108c00f8a74e6d86db9af0eca5f321652aff133,20260803,small_3_5_8_13_per6_seed20260803,one_literal_per_numeric_base_no_siblings,True
8,3,1,8,data/scale_ladder/instances/Practice_Custom_DutyUnion_k08_r3.csv,0576894030c0dadd6218f14cc2791f8f727d4bc880c0e26ec295db5a7fcdf9a9,159,31d1922f9e6ca0176f5d213b1a5fbe818911d18f8f7b9e5c1fae84126aad9142,08d44416d05bab0e6de9f9bc0f69a9873499ad7b804945d8eef9f031dc5a4e54,e8b69794c0bc2d2dcc283ce0b9c2eed88dda3ee2a9155b3ed420054b630bafdf,evsp-dr-trip-identity-v1,8,"[""13305"",""13308"",""13310"",""13316m"",""13323"",""13401"",""13403"",""13404""]",9727dbb4d56ac4739a5b31e676c7a9cd98cf99bd05ad9c0a7e5c9730d7e418cf,20260803,small_3_5_8_13_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
13,1,1,13,data/scale_ladder/instances/Practice_Custom_DutyUnion_k13_r1.csv,ecbfec1ae18e45fb8246d66dffdc45173bea9dfccc64024224236cc529895127,289,f9c56b90588201d4c0d8ea779804afb8555aa122028dd2a83a875ab6802c9198,9bdb63d0d9d49cf42045daa071a2a1954bc574458c7826260eb3d74dd04cf780,5966d4d53e9f5e4d8fcb2460dab5501efc43cd6cc02888f8a349b6fbffaf50ad,evsp-dr-trip-identity-v1,13,"[""13308"",""13309"",""13312"",""13316m"",""13318"",""13322"",""13326"",""13401"",""13403"",""13404"",""13407"",""13413"",""13414""]",55a728c1d4edfbe1fcb69be50fec9b0a123b13e3179a2ea325bcf99db4795452,20260803,small_3_5_8_13_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
13,2,1,13,data/scale_ladder/instances/Practice_Custom_DutyUnion_k13_r2.csv,8a70d12b28a0474e0a488194a79f47ce322394c6f109513bb7525788342bcc48,265,312d08e7929c528990d564b2a7d26b36e9435d3a7b5b92d3aea73a9213b7da19,d66c4fe084536f60b17752cbafc80d92c8bbd86a1bd145f4dce5445dc24c0874,3f3d58c435693250b05436a2618de2948dbd6ee9f26770199d9d33cab5684133,evsp-dr-trip-identity-v1,13,"[""13306"",""13308"",""13310"",""13314"",""13316uwt"",""13317"",""13322"",""13323"",""13407"",""13408"",""13411"",""13412"",""13413""]",c34740d75edc66e2841ba0836af401e808cb70da2546f007c96426f6b6b33117,20260803,small_3_5_8_13_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
13,3,1,13,data/scale_ladder/instances/Practice_Custom_DutyUnion_k13_r3.csv,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,325,d84da90a5d9e832ac3559255b2ac49f02f17f2c25ac014fd4bd6a7639ae983f8,9fce1304aa3def45412f7466efeae25421d64ec1971c76d34d0e66aaf337364c,18579b3d01c7ff09b05d1a50f3fbccc3cbfc59ff006311d5ce67f92a5f7a2125,evsp-dr-trip-identity-v1,13,"[""13303"",""13305"",""13310"",""13311"",""13314"",""13315"",""13316m"",""13319"",""13321"",""13325"",""13404"",""13408"",""13411""]",1bebd490aeaebed1265dcc85c8bd368d34e473e488e2e86d2c80c19481dbd6f5,20260803,small_3_5_8_13_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
20,1,1,20,data/scale_ladder/instances/Practice_Custom_DutyUnion_k20_r1.csv,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,443,6b6957b12c39bdcab42e3013161f460867db0e4a7794892d7ab00bbfa33b662e,dbff22ad262b53949527c6918bc229e2b81466cc122454a32673013285196483,3f40bb0bf874b8004baaa5217483b96215a62d6186ba982274ef181bd084a801,evsp-dr-trip-identity-v1,20,"[""13301"",""13305"",""13308"",""13314"",""13315"",""13317"",""13319"",""13322"",""13323"",""13325"",""13326"",""13402"",""13404"",""13406"",""13407"",""13409"",""13410"",""13411"",""13413"",""13414""]",34fe13d5aff15bfa75c914decb815dd8bbc5f5cdcaf37d1f50a3c9c48b5617e1,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
20,2,1,20,data/scale_ladder/instances/Practice_Custom_DutyUnion_k20_r2.csv,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,471,9529826883e8e0da525e4e1c8e0030a6da2505a4f7523abde1723fa931bc8b35,8af6a68202705d7ae6064367f1cd2657061bbe43014d637f21a2c489295ab966,bfadff58057e2ed6f717a0cea332874874dbfeba4f91c6bd6083cfb405e771e5,evsp-dr-trip-identity-v1,20,"[""13302"",""13304"",""13305"",""13306"",""13313"",""13316uwt"",""13319"",""13321"",""13322"",""13324t"",""13325"",""13403"",""13404"",""13405"",""13407"",""13408"",""13409"",""13412"",""13413"",""13414""]",16af48b57826fe55a84214774fe3bbb402b9512690ec36c70bf2f847315d622b,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
20,3,1,20,data/scale_ladder/instances/Practice_Custom_DutyUnion_k20_r3.csv,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,435,c0a1e779a1428eadefe972af9d0673a14fcb1561c35a57a873bf809b57002321,e7d8bab016ed7c01d4371bd57d4200df775db54434fa9f6e5978d1d14794a480,f9c5b40d76cd86088a7f6e29e695b7caf8437ee0daa838519ccc3178dceafe83,evsp-dr-trip-identity-v1,20,"[""13301"",""13302"",""13304"",""13305"",""13309"",""13310"",""13311"",""13313"",""13314"",""13316m"",""13323"",""13326"",""13401"",""13403"",""13404"",""13405"",""13406"",""13409"",""13410"",""13413""]",907bce5562a743700e71ac3d5b00f64e44546841308fe29d7213cc1f7f4e5725,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
30,1,1,30,data/scale_ladder/instances/Practice_Custom_DutyUnion_k30_r1.csv,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,714,a4eedf70f01cb866a8fd37550b04d17e85428c36e9f5514a632314299c11d775,437da5c9ded4712db8de081328587a3e66c81391cba91e79aaa363409a5459f1,70fcea35544de56a4b67eb09a416999c8f7d3b3a7b97f7083c0ee4ddd9e7871b,evsp-dr-trip-identity-v1,30,"[""13303"",""13304"",""13305"",""13306"",""13308"",""13309"",""13310"",""13312"",""13313"",""13314"",""13315"",""13316m"",""13318"",""13319"",""13320"",""13322"",""13323"",""13324muw"",""13325"",""13326"",""13401"",""13402"",""13403"",""13405"",""13408"",""13409"",""13410"",""13411"",""13412"",""13413""]",d5a8ff19797761089a472b29b3d913edbc7059943c379096d2d803d2098350b8,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
30,2,1,30,data/scale_ladder/instances/Practice_Custom_DutyUnion_k30_r2.csv,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,654,7ce2d490018d2ffca0d380df86d9f3110fabf2145c001dc95c21e9b75569ca64,1d95b3ad0aee2fc8c20e07d6075d182b9b9c4aae8e9e8affe82067e3751bf8d6,48f48c5a185e5a471640ec0184180e0531109e78373a75aaec04a4caf4ea4dbb,evsp-dr-trip-identity-v1,30,"[""13301"",""13302"",""13304"",""13306"",""13307"",""13308"",""13309"",""13310"",""13311"",""13312"",""13314"",""13316uwt"",""13317"",""13318"",""13320"",""13321"",""13323"",""13326"",""13401"",""13402"",""13403"",""13404"",""13406"",""13407"",""13408"",""13409"",""13411"",""13412"",""13413"",""13414""]",a6e1ed8f3eab51390eb482f6ef9371d23658e214bf1f07bcd3d3d1baca5f0088,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
30,3,1,30,data/scale_ladder/instances/Practice_Custom_DutyUnion_k30_r3.csv,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,636,05fd89e2219c26ff980431693cc8487d6647de284b641da79a644755d87b0896,4e896e2b52e2f2ef815ae65326ffc7fcf9f7d82d6f9c6d7d6f9a47097c72b07e,bb7d59d767801fc7e42b194146d19d3aeb8edc5da4ffdbde68d7455f0483e5e8,evsp-dr-trip-identity-v1,30,"[""13301"",""13304"",""13306"",""13307"",""13309"",""13310"",""13311"",""13313"",""13314"",""13315"",""13316uwt"",""13317"",""13318"",""13319"",""13320"",""13323"",""13324muw"",""13325"",""13401"",""13402"",""13403"",""13406"",""13407"",""13408"",""13409"",""13410"",""13411"",""13412"",""13413"",""13414""]",63fed176e7a8c0198e5d0df003def9854be7a6f518e6f6f512c8a5d362be2efa,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,False
40,2,2,40,data/tariff_response/frozen_instances/Practice_Custom_DutyUnion_k40_r2.csv,3508a11f73d1186ae87588656d65ea62812c6e222623ae85488eff26cafb35fd,947,2756baf18e81509df74a2e92e3925aefd17fdf81d95ded9161ad113fd6830e50,35604b22facf1646963e85eb98a858906f0dd7dbebd86ea0d3ac7b797de62ed0,4f97828ea12f082e50df2067894cd650ba599043e7ece51fa3b80379e51b0f2c,evsp-dr-trip-identity-v1,40,"[""13301"",""13302"",""13303"",""13304"",""13305"",""13306"",""13307"",""13308"",""13309"",""13310"",""13311"",""13312"",""13313"",""13314"",""13315"",""13316uwt"",""13317"",""13318"",""13319"",""13320"",""13321"",""13322"",""13323"",""13324t"",""13325"",""13326"",""13401"",""13402"",""13403"",""13404"",""13405"",""13406"",""13407"",""13408"",""13409"",""13410"",""13411"",""13412"",""13413"",""13414""]",c1da8d9176eab4eb4dd2a878287d5eb0a5a67d9e84114396d4bb5753185a1eaf,20260803,large_15_20_30_40_per6_seed20260803,one_literal_per_numeric_base_no_siblings,True
